,timestamp,delta_volume,date,note
0,1210179600,3500000,2008-05-08,"Niêm yết cổ phiếu bổ sung - 3,500,000 CP"
1,1210179600,3500000,2008-05-08,"Giao dịch bổ sung - 3,500,000 CP"
2,1252947600,1400000,2009-09-15,"Niêm yết cổ phiếu bổ sung - 1,400,000 CP"
3,1252947600,1400000,2009-09-15,"Giao dịch bổ sung - 1,400,000 CP"
4,1379437200,1259902,2013-09-18,"Niêm yết cổ phiếu bổ sung - 1,259,902 CP"
5,1379437200,1259902,2013-09-18,"Giao dịch bổ sung - 1,259,902 CP"
6,1407862800,1157336,2014-08-13,"Niêm yết cổ phiếu bổ sung - 1,157,336 CP"
7,1408640400,1157336,2014-08-22,"Giao dịch bổ sung - 1,157,336 CP"
8,1495990800,4543240,2017-05-29,"Niêm yết cổ phiếu bổ sung - 4,543,240 CP"
9,1497373200,3978595,2017-06-14,"Giao dịch bổ sung - 3,978,595 CP"
10,1523811600,564645,2018-04-16,"Giao dịch bổ sung - 564,645 CP"
11,1635699600,7680239,2021-11-01,"Niêm yết cổ phiếu bổ sung - 7,680,239 CP"
12,1636477200,7230395,2021-11-10,"Giao dịch bổ sung - 7,230,395 CP"
13,1664125200,449844,2022-09-26,"Giao dịch bổ sung - 449,844 CP"
