,Quý,DT từ KD chứng khoán (MilVND),Lợi nhuận gộp(MilVND),LNT từ KD chứng khoán(MilVND),LNST thu nhập DN(MilVND),LNST của CĐ cty mẹ (MilVND),Tài sản ngắn hạn(MilVND),Các khoản cho vay(MilVND),Tổng tài sản(MilVND),Nợ phải trả(MilVND),Nợ ngắn hạn(MilVND),Vốn chủ sở hữu(MilVND),Lợi ích của cổ đông thiểu số(MilVND),EPS của 4 quý gần nhất(VND),BVPS cơ bản(VND),P/E cơ bản(Times),ROS(%),ROEA(%),ROAA(%)
0,2009Q4,122140.0,92374.0,80214.0,80214.0,80214.0,1017438.0,,1085825.0,664036.0,664036.0,421789.0,0.0,2019.0,10618.0,0.0,65.67,3.48,1.35
1,2010Q1,40207.0,24405.0,14836.0,11462.0,11462.0,1145812.0,,1165755.0,734429.0,734429.0,431326.0,0.0,2308.0,10858.0,0.0,28.51,3.4,1.26
2,2010Q2,72468.0,50640.0,36056.0,27181.0,27181.0,996842.0,,1020719.0,469406.0,469406.0,551313.0,0.0,2451.0,11367.0,0.0,37.51,2.66,1.44
3,2010Q3,60528.0,38438.0,22209.0,16669.0,16669.0,1813297.0,,1899543.0,1334372.0,1334233.0,565171.0,0.0,2794.0,11653.0,5.19,27.54,27.52,10.48
4,2010Q4,85452.0,37703.0,12635.0,9668.0,9668.0,1615228.0,,1705519.0,1107480.0,1107341.0,598039.0,0.0,1328.0,11744.0,10.01,11.31,12.11,4.49
5,2011Q1,58063.0,17650.0,741.0,690.0,690.0,1300028.0,,1391003.0,701894.0,701763.0,689110.0,0.0,1093.0,11516.0,8.69,1.19,9.02,3.6
6,2011Q2,36779.0,-30764.0,-83463.0,-83458.0,-83458.0,1633711.0,,1722452.0,1120996.0,1120807.0,601456.0,0.0,-1082.0,10051.0,-6.38,-226.92,-9.2,-3.36
7,2011Q3,37424.0,29386.0,9457.0,9457.0,9457.0,1207038.0,,1427807.0,816893.0,816883.0,610913.0,0.0,-1159.0,10209.0,-5.35,25.27,-10.18,-4.08
8,2011Q4,43525.0,6060.0,-19946.0,-19958.0,-19958.0,935227.0,,1154308.0,563352.0,563342.0,590956.0,0.0,-1616.0,9875.0,-1.92,-45.85,-14.97,-6.55
9,2012Q1,23273.0,6246.0,168.0,186.0,186.0,1062395.0,,1279148.0,687994.0,687984.0,591154.0,0.0,-1569.0,9879.0,-3.7,0.8,-15.66,-6.72
10,2012Q2,52141.0,-10776.0,4019.0,4026.0,4026.0,923427.0,,1137998.0,542818.0,542807.0,595180.0,0.0,-105.0,9946.0,-48.53,7.72,-1.05,-0.5
11,2012Q3,24718.0,3485.0,-3676.0,-3673.0,-3673.0,819715.0,,1036091.0,444584.0,444574.0,591507.0,0.0,-325.0,9885.0,-10.48,-14.86,-3.28,-1.69
12,2012Q4,25758.0,12016.0,309.0,279.0,279.0,801422.0,,1008915.0,417129.0,417118.0,591786.0,,14.0,9889.0,300.12,1.08,0.14,0.07
13,2013Q1,25427.0,12190.0,3258.0,3258.0,3258.0,898649.0,,1104437.0,509393.0,509383.0,595043.0,,65.0,9944.0,58.46,12.81,0.66,0.36
14,2013Q2,54494.0,13606.0,606.0,-1420.0,-1420.0,1060960.0,,1082190.0,488567.0,488556.0,593623.0,,-26.0,9920.0,-273.07,-2.61,-0.26,-0.15
