,timestamp,delta_volume,date,note
0,1276448400,29100000.0,2010-06-14,"Niêm yết cổ phiếu lần đầu - 29,100,000 CP"
1,1277139600,29100000.0,2010-06-22,"Giao dịch lần đầu - 29,100,000 CP"
2,1304614800,2909827.0,2011-05-06,"Niêm yết cổ phiếu bổ sung - 2,909,827 CP"
3,1305651600,2909827.0,2011-05-18,"Giao dịch bổ sung - 2,909,827 CP"
4,1322154000,3200881.0,2011-11-25,"Niêm yết cổ phiếu bổ sung - 3,200,881 CP"
5,1323018000,3200881.0,2011-12-05,"Giao dịch bổ sung - 3,200,881 CP"
6,1348592400,31874400.0,2012-09-26,"Niêm yết cổ phiếu bổ sung - 31,874,400 CP"
7,1348592400,31874400.0,2012-09-26,"Giao dịch bổ sung - 31,874,400 CP"
8,1385053200,2659790.0,2013-11-22,"Niêm yết cổ phiếu bổ sung - 2,659,790 CP"
9,1386262800,2659790.0,2013-12-06,"Giao dịch bổ sung - 2,659,790 CP"
10,1413997200,79508610.0,2014-10-23,"Niêm yết cổ phiếu bổ sung - 79,508,610 CP"
11,1414515600,79508610.0,2014-10-29,"Giao dịch bổ sung - 79,508,610 CP"
12,1440954000,19932609.0,2015-08-31,"Niêm yết cổ phiếu bổ sung - 19,932,609 CP"
13,1465232400,50000000.0,2016-06-07,"Niêm yết cổ phiếu bổ sung - 50,000,000 CP"
14,1465837200,50000000.0,2016-06-14,"Giao dịch bổ sung - 50,000,000 CP"
15,1468774800,19932609.0,2016-07-18,"Giao dịch bổ sung - 19,932,609 CP"
16,1484154000,10958225.0,2017-01-12,"Niêm yết cổ phiếu bổ sung - 10,958,225 CP"
17,1484845200,10958225.0,2017-01-20,"Giao dịch bổ sung - 10,958,225 CP"
18,1488387600,54913473.0,2017-03-02,"Niêm yết cổ phiếu bổ sung - 54,913,473 CP"
19,1489078800,54913473.0,2017-03-10,"Giao dịch bổ sung - 54,913,473 CP"
20,1541610000,14251905.0,2018-11-08,"Niêm yết cổ phiếu bổ sung - 14,251,905 CP"
21,1542214800,14251905.0,2018-11-15,"Giao dịch bổ sung - 14,251,905 CP"
22,1590685200,,2020-05-29,Đưa cổ phiếu vào diện cảnh báo
23,1619110800,,2021-04-23,Đưa cổ phiếu vào diện kiểm soát
24,1650214800,,2022-04-18,Đưa cổ phiếu vào diện cảnh báo
