,date,quarter,price,shares_est,market_cap
0,2010-03-31,2010Q1,56.0,11999945.187458891,671996930498
1,2010-06-30,2010Q2,60.5,12000111.681929864,726006756757
2,2010-09-30,2010Q3,50.5,11999973.14282645,605998643713
3,2010-12-31,2010Q4,46.0,11999923.214742769,551996467878
4,2011-03-31,2011Q1,39.0,12000048.846012944,468001904995
5,2011-06-30,2011Q2,18.3,12000023.815194096,219600435818
6,2011-09-30,2011Q3,16.9,23999813.84959047,405596854058
7,2011-12-30,2011Q4,17.3,24000274.83853236,415204754707
8,2012-03-30,2012Q1,17.0,23999537.795705702,407992142527
9,2012-06-29,2012Q2,20.4,23999533.19017832,489590477080
10,2012-09-28,2012Q3,19.4,23999632.909649886,465592878447
11,2012-12-28,2012Q4,19.0,24000507.84856879,456009649123
12,2013-03-29,2013Q1,17.5,23999614.511500407,419993253951
13,2013-06-28,2013Q2,17.5,24000046.38003803,420000811651
14,2013-09-30,2013Q3,17.5,24000359.712230217,420006294964
15,2013-12-31,2013Q4,18.6,24000410.65887936,446407638255
16,2014-03-31,2014Q1,23.0,23999872.27520436,551997062330
17,2014-06-30,2014Q2,21.0,23999724.353378966,503994211421
18,2014-09-30,2014Q3,20.1,23999623.273336124,482392427794
19,2014-12-31,2014Q4,22.0,23999700.40659105,527993408945
20,2015-03-31,2015Q1,22.8,24000328.420706924,547207487992
21,2015-06-30,2015Q2,20.3,24009001.92274078,487382739032
22,2015-09-30,2015Q3,19.7,24000083.724045545,472801649364
23,2015-12-31,2015Q4,25.0,24000294.10528969,600007352632
24,2016-03-31,2016Q1,24.0,24000350.399065603,576008409578
25,2016-06-30,2016Q2,30.7,23999497.487437185,736784572864
26,2016-09-30,2016Q3,27.65,24000209.065061048,663605780649
27,2016-12-30,2016Q4,40.45,23999658.877707656,970786201603
28,2017-03-31,2017Q1,33.0,23999788.162521712,791993009363
29,2017-06-30,2017Q2,30.9,24000038.92110692,741601202662
30,2017-09-29,2017Q3,34.75,23999962.218528032,833998687094
31,2017-12-29,2017Q4,36.2,26399661.470634542,955667745237
32,2018-03-30,2018Q1,30.0,26399740.32917096,791992209875
33,2018-06-29,2018Q2,45.0,26399983.79976509,1187999270989
34,2018-09-28,2018Q3,36.0,26400366.524129502,950413194869
35,2018-12-28,2018Q4,27.0,26400000.0,712800000000
36,2019-03-29,2019Q1,28.0,29999922.61259867,839997833153
37,2019-06-28,2019Q2,28.0,29999610.894941635,839989105058
38,2019-09-30,2019Q3,30.6,29999485.005744167,917984241176
39,2019-12-31,2019Q4,29.8,29999502.373296585,893985170724
40,2020-03-31,2020Q1,29.5,29999842.00963741,884995339284
41,2020-06-30,2020Q2,29.05,29999765.707368504,871493193799
42,2020-09-30,2020Q3,31.0,30000359.224075995,930011135946
43,2020-12-31,2020Q4,29.5,30000427.732628223,885012618113
44,2021-03-31,2021Q1,31.85,29999481.741349068,955483493462
45,2021-06-30,2021Q2,33.5,29999848.047409207,1004994909588
46,2021-09-30,2021Q3,32.25,29999888.55869242,967496406018
47,2021-12-31,2021Q4,34.6,30000218.05494985,1038007544701
48,2022-03-31,2022Q1,36.9,29999963.33235553,1106998646964
49,2022-06-30,2022Q2,32.7,30000498.43349473,981016298775
