quarter,trend
2005Q1,100.0
2005Q2,79.0
2005Q3,0.0
2005Q4,0.0
2006Q1,44.0
2006Q2,0.0
2006Q3,35.0
2006Q4,73.0
2007Q1,0.0
2007Q2,15.0
2007Q3,10.0
2007Q4,24.0
2008Q1,12.0
2008Q2,43.0
2008Q3,0.0
2008Q4,9.0
2009Q1,0.0
2009Q2,0.0
2009Q3,2.0
2009Q4,4.0
2010Q1,3.0
2010Q2,13.0
2010Q3,3.0
2010Q4,4.0
2011Q1,4.0
2011Q2,1.0
2011Q3,0.0
2011Q4,0.0
2012Q1,3.0
2012Q2,2.0
2012Q3,1.0
2012Q4,1.0
2013Q1,0.0
2013Q2,2.0
2013Q3,3.0
2013Q4,2.0
2014Q1,1.0
2014Q2,2.0
2014Q3,0.0
2014Q4,4.0
2015Q1,0.0
2015Q2,2.0
2015Q3,1.0
2015Q4,1.0
2016Q1,0.0
2016Q2,0.0
2016Q3,2.0
2016Q4,6.0
2017Q1,3.0
2017Q2,1.0
2017Q3,2.0
2017Q4,2.0
2018Q1,1.0
2018Q2,2.0
2018Q3,1.0
2018Q4,2.0
2019Q1,1.0
2019Q2,1.0
2019Q3,3.0
2019Q4,3.0
2020Q1,4.0
2020Q2,4.0
2020Q3,3.0
2020Q4,3.0
2021Q1,3.0
2021Q2,4.0
2021Q3,1.0
2021Q4,2.0
2022Q1,3.0
2022Q2,2.0
2022Q3,1.0
