,quarter,roa
0,2006Q4,5.32
1,2007Q1,4.92
2,2007Q2,5.65
3,2007Q3,3.16
4,2007Q4,1.67
5,2008Q1,2.87
6,2008Q2,3.66
7,2008Q3,0.35
8,2008Q4,1.07
9,2009Q1,3.48
10,2009Q2,3.63
11,2009Q3,1.32
12,2009Q4,3.56
13,2010Q1,3.6
14,2010Q2,2.34
15,2010Q3,2.89
16,2010Q4,5.67
17,2011Q1,1.03
18,2011Q2,8.3
19,2011Q3,-0.65
20,2011Q4,-0.74
21,2012Q1,0.3
22,2012Q2,2.46
23,2012Q3,1.75
24,2012Q4,1.75
25,2013Q1,1.36
26,2013Q2,1.32
27,2013Q3,1.31
28,2013Q4,3.05
29,2014Q1,0.11
30,2014Q2,1.62
31,2014Q3,0.65
32,2014Q4,2.22
33,2015Q1,1.2
34,2015Q2,1.37
35,2015Q3,0.43
36,2015Q4,2.64
37,2016Q1,0.78
38,2016Q2,0.67
39,2016Q3,0.28
40,2016Q4,1.24
41,2017Q1,0.79
42,2017Q2,0.64
43,2017Q3,0.53
44,2017Q4,0.05
45,2018Q1,-0.2
46,2018Q2,-0.92
47,2018Q3,0.18
48,2018Q4,1.0
49,2019Q1,0.14
50,2019Q2,0.0
51,2019Q3,0.27
52,2019Q4,-0.33
53,2020Q1,0.02
54,2020Q2,0.0
55,2020Q3,-0.04
56,2020Q4,0.25
57,2021Q1,0.06
58,2021Q2,0.15
59,2021Q3,0.09
60,2021Q4,-0.05
61,2022Q1,1.2
62,2022Q2,0.69
