,quarter,roa
0,2013Q3,0.0
1,2014Q3,2.92
2,2015Q2,0.0
3,2015Q3,0.0
4,2015Q4,0.83
5,2016Q1,1.56
6,2016Q2,1.94
7,2016Q3,1.9
8,2016Q4,2.25
9,2017Q1,1.34
10,2017Q2,2.32
11,2017Q3,2.28
12,2017Q4,2.31
13,2018Q1,1.57
14,2018Q2,1.9
15,2018Q3,1.41
16,2018Q4,1.46
17,2019Q1,0.49
18,2019Q2,1.22
19,2019Q3,0.78
20,2019Q4,0.82
21,2020Q1,1.05
22,2020Q2,1.3
23,2020Q3,0.59
24,2020Q4,1.35
25,2021Q1,2.25
26,2021Q2,1.14
27,2021Q3,1.23
28,2021Q4,1.06
29,2022Q1,2.02
30,2022Q2,2.97
