,quarter,roa
0,2013Q1,0.37
1,2013Q2,0.0
2,2013Q3,0.27
3,2013Q4,1.84
4,2014Q1,0.33
5,2014Q2,0.53
6,2014Q3,0.32
7,2014Q4,-1.39
8,2015Q1,0.22
9,2015Q2,1.33
10,2015Q3,0.64
11,2015Q4,3.81
12,2016Q1,0.0
13,2016Q3,0.04
14,2016Q4,4.08
15,2017Q1,1.64
16,2017Q2,1.25
17,2017Q3,1.08
18,2017Q4,0.12
19,2018Q1,0.35
20,2018Q2,0.15
21,2018Q3,0.13
22,2018Q4,-0.49
23,2019Q1,0.12
24,2019Q2,-0.15
25,2019Q3,-0.01
26,2019Q4,-0.06
27,2020Q1,-0.11
28,2020Q2,-0.47
29,2020Q3,0.16
30,2020Q4,0.57
31,2021Q1,0.01
32,2021Q2,-0.01
33,2021Q3,0.02
34,2021Q4,0.21
35,2022Q1,0.04
36,2022Q2,-0.22
