,date,quarter,price,shares_est,market_cap
0,2006-12-29,2006Q4,35.0,2833714.915627915,99180022047
1,2007-03-30,2007Q1,57.8,2833766.008999654,163791675320
2,2007-06-29,2007Q2,33.0,2833577.902460078,93508070781
3,2007-09-28,2007Q3,36.9,1526866.6479768243,56341379310
4,2007-12-28,2007Q4,46.0,2833634.274458306,130347176625
5,2008-03-31,2008Q1,22.7,2833740.4194390634,64325907521
6,2008-06-30,2008Q2,13.6,2833573.602434727,38536600993
7,2008-09-30,2008Q3,22.0,2833745.746984225,62342406434
8,2008-12-31,2008Q4,12.4,1564971.7514124294,19405649718
9,2009-03-31,2009Q1,13.0,1564995.284501729,20344938699
10,2009-06-30,2009Q2,22.0,1564980.6741199451,34429574831
11,2009-09-30,2009Q3,23.8,1563162.5799142187,37203269402
12,2009-12-31,2009Q4,20.1,1565018.8070929607,31456878023
13,2010-03-31,2010Q1,24.0,1565013.1118881118,37560314685
14,2010-06-30,2010Q2,34.8,1564984.8524516588,54461472865
15,2010-09-30,2010Q3,34.3,1564967.868311626,53678397883
16,2010-12-31,2010Q4,34.2,1565018.1959968808,53523622303
17,2011-03-31,2011Q1,38.9,1564985.9163648745,60877952147
18,2011-06-30,2011Q2,32.1,3072486.4362872085,98626814605
19,2011-09-30,2011Q3,10.5,3072455.0062781936,32260777566
20,2011-12-30,2011Q4,11.1,3072464.4249070967,34104355116
21,2012-03-30,2012Q1,13.9,3126357.61589404,43456370861
22,2012-06-29,2012Q2,14.3,3126320.645905421,44706385236
23,2012-09-28,2012Q3,12.6,3126337.104371176,39391847515
24,2012-12-28,2012Q4,11.2,3126313.577133249,35014712064
25,2013-03-29,2013Q1,15.5,3126319.711837039,48457955533
26,2013-06-28,2013Q2,13.6,3126302.3695432367,42517712226
27,2013-09-24,2013Q3,12.2,3126294.8895027624,38140797652
28,2013-12-31,2013Q4,13.5,3126327.831344991,42205425723
29,2014-03-31,2014Q1,16.0,3126256.792024986,50020108672
30,2014-06-30,2014Q2,15.1,3126346.801346801,47207836700
31,2014-09-30,2014Q3,12.0,3126223.5327845355,37514682393
32,2014-12-31,2014Q4,13.0,3907825.2283386816,50801727968
33,2015-03-31,2015Q1,16.5,3907888.594989887,64480161817
34,2015-06-30,2015Q2,17.1,3907924.78499587,66825513823
35,2015-09-30,2015Q3,17.5,3907822.9517529295,68386901656
36,2015-12-31,2015Q4,20.3,3907819.7121911487,79328740157
37,2016-03-31,2016Q1,20.1,3907850.863898151,78547802364
38,2016-06-30,2016Q2,20.5,3907789.156359445,80109677705
39,2016-09-30,2016Q3,16.2,5861736.74472022,94960135264
40,2016-12-30,2016Q4,16.0,5861496.844003607,93783949504
41,2017-03-31,2017Q1,25.0,5861569.965870307,146539249147
42,2017-06-30,2017Q2,25.1,5861521.794544991,147124197043
43,2017-09-29,2017Q3,28.6,5861595.255386105,167641624304
44,2017-12-29,2017Q4,30.0,5861448.571097998,175843457133
45,2018-03-30,2018Q1,41.2,5861424.2507561175,241490679131
46,2018-06-29,2018Q2,59.1,5861413.716266403,346409550631
47,2018-09-28,2018Q3,46.9,5861453.886192175,274902187262
48,2018-12-28,2018Q4,39.9,5861606.648199446,233878105263
49,2019-03-29,2019Q1,34.0,5861573.0337078655,199293483146
50,2019-06-28,2019Q2,36.1,5861467.725562788,211598984893
51,2019-09-30,2019Q3,35.0,5861385.576377058,205148495173
52,2019-12-31,2019Q4,35.0,5861519.1593915,205153170579
53,2020-03-31,2020Q1,27.0,5861495.135688684,158260368664
54,2020-06-30,2020Q2,26.9,7326643.283969862,197086704339
55,2020-09-30,2020Q3,24.2,7326942.046855734,177311997534
56,2020-12-31,2020Q4,26.4,7326906.067574739,193430320184
57,2021-03-31,2021Q1,22.0,7326893.486065994,161191656693
58,2021-06-30,2021Q2,19.6,7326856.64939551,143606390328
59,2021-09-30,2021Q3,21.1,7326767.161131464,154594787100
60,2021-12-31,2021Q4,22.5,7326988.93941946,164857251137
61,2022-03-31,2022Q1,24.3,7326735.885788449,178039682025
62,2022-06-30,2022Q2,27.1,7326946.957601561,198560262551
