,quarter,price,price_diff,price_diff_perc
1,2007Q1,57.8,22.799999999999997,65.14285714285712
2,2007Q2,33.0,-24.799999999999997,-42.90657439446366
3,2007Q3,36.9,3.8999999999999986,11.818181818181815
4,2007Q4,46.0,9.100000000000001,24.66124661246613
5,2008Q1,22.7,-23.3,-50.65217391304348
6,2008Q2,13.6,-9.1,-40.08810572687225
7,2008Q3,22.0,8.4,61.76470588235294
8,2008Q4,12.4,-9.6,-43.63636363636363
9,2009Q1,13.0,0.5999999999999996,4.838709677419351
10,2009Q2,22.0,9.0,69.23076923076923
11,2009Q3,23.8,1.8000000000000007,8.181818181818185
12,2009Q4,20.1,-3.6999999999999993,-15.546218487394954
13,2010Q1,24.0,3.8999999999999986,19.40298507462686
14,2010Q2,34.8,10.799999999999997,44.99999999999999
15,2010Q3,34.3,-0.5,-1.4367816091954024
16,2010Q4,34.2,-0.09999999999999432,-0.29154518950435665
17,2011Q1,38.9,4.699999999999996,13.742690058479518
18,2011Q2,32.1,-6.799999999999997,-17.480719794344466
19,2011Q3,10.5,-21.6,-67.28971962616822
20,2011Q4,11.1,0.5999999999999996,5.714285714285711
21,2012Q1,13.9,2.8000000000000007,25.22522522522523
22,2012Q2,14.3,0.40000000000000036,2.8776978417266212
23,2012Q3,12.6,-1.700000000000001,-11.888111888111895
24,2012Q4,11.2,-1.4000000000000004,-11.111111111111114
25,2013Q1,15.5,4.300000000000001,38.39285714285715
26,2013Q2,13.6,-1.9000000000000004,-12.258064516129034
27,2013Q3,12.2,-1.4000000000000004,-10.294117647058826
28,2013Q4,13.5,1.3000000000000007,10.655737704918039
29,2014Q1,16.0,2.5,18.51851851851852
30,2014Q2,15.1,-0.9000000000000004,-5.625000000000002
31,2014Q3,12.0,-3.0999999999999996,-20.529801324503307
32,2014Q4,13.0,1.0,8.333333333333334
33,2015Q1,16.5,3.5,26.923076923076923
34,2015Q2,17.1,0.6000000000000014,3.636363636363645
35,2015Q3,17.5,0.3999999999999986,2.339181286549699
36,2015Q4,20.3,2.8000000000000007,16.000000000000004
37,2016Q1,20.1,-0.1999999999999993,-0.9852216748768438
38,2016Q2,20.5,0.3999999999999986,1.9900497512437738
39,2016Q3,16.2,-4.300000000000001,-20.975609756097565
40,2016Q4,16.0,-0.1999999999999993,-1.2345679012345636
41,2017Q1,25.0,9.0,56.25
42,2017Q2,25.1,0.10000000000000142,0.4000000000000057
43,2017Q3,28.6,3.5,13.944223107569721
44,2017Q4,30.0,1.3999999999999986,4.89510489510489
45,2018Q1,41.2,11.200000000000003,37.33333333333334
46,2018Q2,59.1,17.9,43.446601941747566
47,2018Q3,46.9,-12.200000000000003,-20.642978003384098
48,2018Q4,39.9,-7.0,-14.925373134328359
49,2019Q1,34.0,-5.899999999999999,-14.786967418546364
50,2019Q2,36.1,2.1000000000000014,6.176470588235298
51,2019Q3,35.0,-1.1000000000000014,-3.047091412742386
52,2019Q4,35.0,0.0,0.0
53,2020Q1,27.0,-8.0,-22.857142857142858
54,2020Q2,26.9,-0.10000000000000142,-0.3703703703703756
55,2020Q3,24.2,-2.6999999999999993,-10.03717472118959
56,2020Q4,26.4,2.1999999999999993,9.090909090909088
57,2021Q1,22.0,-4.399999999999999,-16.666666666666664
58,2021Q2,19.6,-2.3999999999999986,-10.909090909090903
59,2021Q3,21.1,1.5,7.653061224489796
60,2021Q4,22.5,1.3999999999999986,6.635071090047386
61,2022Q1,24.3,1.8000000000000007,8.000000000000002
62,2022Q2,27.1,2.8000000000000007,11.52263374485597
