,quarter,roa
0,2006Q4,7.09
1,2007Q1,2.61
2,2007Q2,1.92
3,2007Q3,1.16
4,2007Q4,1.9
5,2008Q1,3.11
6,2008Q2,2.34
7,2008Q3,1.57
8,2008Q4,0.85
9,2009Q1,2.79
10,2009Q2,1.28
11,2009Q3,1.16
12,2009Q4,2.36
13,2010Q1,2.27
14,2010Q2,2.75
15,2010Q3,3.78
16,2010Q4,2.51
17,2011Q1,2.38
18,2011Q2,2.36
19,2011Q3,2.51
20,2011Q4,1.32
21,2012Q1,1.79
22,2012Q2,2.15
23,2012Q3,1.85
24,2012Q4,1.53
25,2013Q1,0.79
26,2013Q2,0.99
27,2013Q3,1.01
28,2013Q4,2.92
29,2014Q1,1.46
30,2014Q2,0.86
31,2014Q3,5.24
32,2014Q4,2.0
33,2015Q1,1.71
34,2015Q2,3.37
35,2015Q3,1.22
36,2015Q4,2.38
37,2016Q1,2.37
38,2016Q2,3.12
39,2016Q3,2.13
40,2016Q4,3.01
41,2017Q1,2.65
42,2017Q2,3.42
43,2017Q3,2.62
44,2017Q4,2.14
45,2018Q1,2.45
46,2018Q2,2.81
47,2018Q3,2.6
48,2018Q4,2.28
49,2019Q1,1.94
50,2019Q2,2.57
51,2019Q3,1.88
52,2019Q4,2.13
53,2020Q1,0.84
54,2020Q2,1.23
55,2020Q3,4.76
56,2020Q4,2.32
57,2021Q1,1.9
58,2021Q2,2.16
59,2021Q3,1.6
60,2021Q4,4.4
61,2022Q1,2.56
62,2022Q2,2.6
