,quarter,roa
0,2010Q2,4.15
1,2010Q3,0.51
2,2010Q4,-0.48
3,2011Q1,-0.1
4,2011Q2,-1.1
5,2011Q3,-1.7
6,2011Q4,-2.63
7,2012Q1,0.15
8,2012Q2,0.24
9,2012Q3,-0.24
10,2012Q4,-0.06
11,2013Q1,1.54
12,2013Q2,-1.53
13,2013Q3,-1.75
14,2013Q4,-2.21
15,2014Q1,-0.97
16,2014Q2,-1.66
17,2014Q3,-0.98
18,2014Q4,-8.06
19,2015Q1,-0.03
20,2015Q2,-0.1
21,2015Q3,-0.31
22,2015Q4,0.57
23,2016Q1,-0.42
24,2016Q2,0.21
25,2016Q3,-0.59
26,2016Q4,-1.13
27,2017Q1,-0.36
28,2017Q2,1.13
29,2017Q3,-1.12
30,2017Q4,0.44
31,2018Q1,-0.07
32,2018Q2,0.52
33,2018Q3,-0.2
34,2018Q4,12.81
35,2019Q1,0.12
36,2019Q2,0.2
37,2019Q3,0.5
38,2019Q4,0.09
39,2020Q1,0.21
40,2020Q2,2.51
41,2020Q3,0.97
42,2020Q4,0.78
43,2021Q1,1.13
44,2021Q2,1.86
45,2021Q3,1.83
46,2021Q4,1.89
47,2022Q1,0.37
48,2022Q2,1.29
