,quarter,roa
0,2010Q1,4.52
1,2010Q2,2.92
2,2010Q3,3.4
3,2010Q4,12.75
4,2011Q1,1.91
5,2011Q2,0.92
6,2011Q3,0.13
7,2011Q4,-2.24
8,2012Q1,0.49
9,2012Q2,0.38
10,2012Q3,0.03
11,2012Q4,-0.6
12,2013Q1,0.07
13,2013Q2,0.1
14,2013Q3,0.09
15,2013Q4,0.08
16,2014Q1,0.06
17,2014Q2,0.09
18,2014Q3,0.04
19,2014Q4,4.42
20,2015Q1,2.27
21,2015Q2,2.47
22,2015Q3,2.73
23,2015Q4,1.29
24,2016Q1,2.24
25,2016Q2,2.39
26,2016Q3,2.44
27,2016Q4,2.6
28,2017Q1,2.68
29,2017Q2,5.53
30,2017Q3,3.35
31,2017Q4,3.72
32,2018Q1,1.85
33,2018Q2,3.02
34,2018Q3,5.44
35,2018Q4,5.18
36,2019Q1,1.66
37,2019Q2,4.11
38,2019Q3,5.04
39,2019Q4,19.46
40,2020Q1,1.97
41,2020Q2,3.18
42,2020Q3,2.38
43,2020Q4,5.03
44,2021Q1,0.18
45,2021Q2,0.14
46,2021Q3,0.12
47,2021Q4,0.16
48,2022Q1,0.12
49,2022Q2,0.08
