,quarter,roa
0,2010Q1,0.17
1,2010Q2,0.43
2,2010Q3,0.39
3,2011Q1,0.25
4,2011Q2,0.39
5,2011Q3,0.27
6,2014Q1,0.39
7,2015Q1,0.28
8,2015Q3,0.0
9,2016Q1,0.12
10,2016Q2,0.0
11,2016Q3,0.31
12,2016Q4,0.23
13,2017Q1,0.2
14,2017Q2,0.24
15,2017Q3,0.2
16,2017Q4,0.21
17,2018Q1,0.42
18,2018Q2,0.25
19,2018Q3,0.37
20,2018Q4,0.39
21,2019Q1,0.49
22,2019Q2,0.43
23,2019Q3,0.42
24,2019Q4,0.74
25,2020Q1,0.47
26,2020Q2,0.46
27,2020Q3,0.42
28,2020Q4,0.55
29,2021Q1,0.54
30,2021Q2,0.55
31,2021Q3,0.44
32,2021Q4,0.48
33,2022Q1,0.44
34,2022Q2,0.56
