,date,quarter,price,shares_est,market_cap
0,2018-06-29,2018Q2,27.5,665808673.4693878,18309738520408
1,2018-09-28,2018Q3,26.2,665841730.8445373,17445053348127
2,2018-12-28,2018Q4,19.95,850553548.5933504,16968543294437
3,2019-03-29,2019Q1,21.25,850580202.4746907,18074829302587
4,2019-06-28,2019Q2,22.85,826571030.8447505,18887148054803
5,2019-09-30,2019Q3,22.4,826569336.4797335,18515153137146
6,2019-12-31,2019Q4,21.05,826576052.5983057,17399425907194
7,2020-03-31,2020Q1,17.15,816565765.4473699,14004102877422
8,2020-06-30,2020Q2,20.6,816585091.9760749,16821652894707
9,2020-09-30,2020Q3,23.45,816569871.9983075,19148563498360
10,2020-12-31,2020Q4,26.8,1031624853.6750662,27647546078492
11,2021-03-31,2021Q1,27.85,1031658486.119892,28731688838439
12,2021-06-30,2021Q2,36.75,1071669009.2470278,39383836089828
13,2021-09-30,2021Q3,41.6,1171697032.795419,48742596564289
14,2021-12-31,2021Q4,41.05,1581739561.7772367,64930409010956
15,2022-03-31,2022Q1,40.15,1581772154.8238013,63508152016176
16,2022-06-30,2022Q2,27.15,1581760087.2410033,42944786368593
