,quarter,roa
0,2010Q3,1.85
1,2011Q3,5.76
2,2012Q1,0.0
3,2012Q2,0.0
4,2012Q3,2.65
5,2013Q1,0.63
6,2013Q2,0.67
7,2013Q3,0.17
8,2013Q4,2.58
9,2014Q1,0.02
10,2014Q2,0.0
11,2014Q3,0.0
12,2014Q4,5.4
13,2015Q1,0.06
14,2015Q2,0.83
15,2015Q3,0.4
16,2015Q4,2.4
17,2016Q1,1.03
18,2016Q2,0.64
19,2016Q3,0.63
20,2016Q4,1.4
21,2017Q1,0.05
22,2017Q2,0.46
23,2017Q3,0.79
24,2017Q4,1.57
25,2018Q1,0.15
26,2018Q2,1.19
27,2018Q3,0.43
28,2018Q4,1.2
29,2019Q1,0.1
30,2019Q2,1.33
31,2019Q3,0.39
32,2019Q4,0.63
33,2020Q1,0.17
34,2020Q2,1.28
35,2020Q3,0.45
36,2020Q4,0.58
37,2021Q1,0.95
38,2021Q2,0.7
39,2021Q3,0.19
40,2021Q4,1.75
41,2022Q1,0.71
42,2022Q2,1.31
