quarter,amihud,ln_amihud
2016Q1,3.0335056512885354,1.1097189313582743
2016Q2,1.112204425245884,0.10634401458546108
2016Q3,2.8727496310760845,1.055269630733732
2016Q4,2.1687251432079764,0.7741395033023253
2017Q1,2.187313667398422,0.7826741550036933
2017Q2,1.800082023589302,0.5878322325246225
2017Q3,1.8067241486406878,0.5915153428680947
2017Q4,2.52465711671372,0.9261052581453953
2018Q1,3.1958296938048534,1.1618467391891076
2018Q2,5.011933862138471,1.6118218410446146
2018Q3,4.737121087324176,1.5554295856423923
2018Q4,5.705972738381673,1.7415134750690069
2019Q1,2.041783261394407,0.7138235737538533
2019Q2,2.393000934344725,0.8725481993752721
2019Q3,2.5875956114551597,0.9507291091958238
2019Q4,2.268631162372719,0.819176637437741
2020Q1,5.292105671065776,1.6662162141307828
2020Q2,2.2770307707772592,0.8228723007264629
2020Q3,0.8502807271134615,-0.1621887168316713
2020Q4,1.0309528627122204,0.030483484020884865
2021Q1,0.4029113875406938,-0.9090386232460704
2021Q2,0.25681980776871555,-1.3593805770851863
2021Q3,0.09149676976864717,-2.391451610398724
2021Q4,0.014685379791275353,-4.220902852134464
2022Q1,0.0766655285841168,-2.568303103392231
2022Q2,0.7517839839832936,-0.2853062516393804
2022Q3,1.156257060309322,0.1451881160393228
