,quarter,roa
0,2008Q4,5.07
1,2009Q1,0.94
2,2009Q2,2.02
3,2009Q3,2.7
4,2009Q4,3.71
5,2010Q1,2.23
6,2010Q2,2.94
7,2010Q3,4.33
8,2010Q4,4.41
9,2011Q1,0.68
10,2011Q2,1.3
11,2011Q3,2.37
12,2011Q4,2.59
13,2012Q1,-8.83
14,2012Q2,0.31
15,2012Q3,1.38
16,2012Q4,8.22
17,2013Q1,0.9
18,2013Q2,1.32
19,2013Q3,1.64
20,2013Q4,2.0
21,2014Q1,2.1
22,2014Q2,3.13
23,2014Q3,2.98
24,2014Q4,2.06
25,2015Q1,2.23
26,2015Q2,3.09
27,2015Q3,2.67
28,2015Q4,2.42
29,2016Q1,2.33
30,2016Q2,2.99
31,2016Q3,2.4
32,2016Q4,1.92
33,2017Q1,2.4
34,2017Q2,2.98
35,2017Q3,2.79
36,2017Q4,4.02
37,2018Q1,2.39
38,2018Q2,2.4
39,2018Q3,2.78
40,2018Q4,3.7
41,2019Q1,2.08
42,2019Q2,2.61
43,2019Q3,2.58
44,2019Q4,2.62
45,2020Q1,1.83
46,2020Q2,1.59
47,2020Q3,1.92
48,2020Q4,1.34
49,2021Q1,0.02
50,2021Q2,1.18
51,2021Q3,0.99
52,2021Q4,1.53
53,2022Q1,0.86
54,2022Q2,-0.39
55,2022Q3,-0.41
