,quarter,roa
0,2009Q3,0.0
1,2009Q4,7.31
2,2010Q1,2.31
3,2010Q2,7.37
4,2010Q3,7.5
5,2010Q4,2.98
6,2011Q1,1.91
7,2011Q2,1.45
8,2011Q3,1.03
9,2011Q4,1.08
10,2012Q1,0.33
11,2012Q2,-0.08
12,2012Q3,-0.01
13,2012Q4,-0.03
14,2013Q1,-0.15
15,2013Q2,0.23
16,2013Q3,-0.67
17,2013Q4,1.05
18,2014Q1,-0.16
19,2014Q2,0.2
20,2014Q3,-0.2
21,2014Q4,0.63
22,2015Q1,0.0
23,2015Q2,-0.94
24,2015Q3,-0.25
25,2015Q4,0.99
26,2016Q1,-0.13
27,2016Q2,-0.08
28,2016Q3,-0.01
29,2016Q4,0.87
30,2017Q1,0.01
31,2017Q2,10.82
32,2017Q3,2.67
33,2017Q4,7.55
34,2018Q1,0.74
35,2018Q2,4.67
36,2018Q3,9.89
37,2018Q4,7.52
38,2019Q1,0.18
39,2019Q2,1.29
40,2019Q3,0.09
41,2019Q4,0.06
42,2020Q1,0.02
43,2020Q2,0.02
44,2020Q3,0.02
45,2020Q4,0.02
46,2021Q1,0.01
47,2021Q2,0.0
48,2021Q3,0.01
49,2021Q4,0.0
50,2022Q1,0.0
51,2022Q2,0.0
