,quarter,owner_equity,bvps,shares_est,shares_est_diff,shares_est_diff_perc,lev
0,2010Q1,340140.0,14172.0,24000846.740050804,,,0.43901630403608566
1,2017Q4,157112.0,13093.0,11999694.493240664,-12001152.24681014,-100.01214825569349,0.3958624917485869
2,2018Q1,170678.0,14223.0,12000140.617309991,446.12406932748854,0.003717657013818342,0.44742942098086824
3,2018Q2,190459.0,15872.0,11999684.97983871,-455.63747128099203,-0.0037970786070345352,0.32591861032922564
4,2018Q3,213823.0,17819.0,11999719.400639767,34.42080105654895,0.00028684671622166265,0.46514164101021416
5,2018Q4,204891.0,17074.0,12000175.705751436,456.30511166900396,0.003802486920673223,0.5923495646893636
6,2019Q1,267741.0,17849.0,15000336.153285898,3000160.4475344624,20.000621431922124,0.5460539691797094
7,2019Q2,293366.0,12224.0,23999181.937172774,8998845.783886876,37.4964688690009,0.6597013740427831
8,2019Q3,323950.0,13498.0,23999851.829900727,669.8927279524505,0.002791236932212433,0.6926208113666056
9,2019Q4,420742.0,17531.0,23999885.916376702,34.08647597581148,0.00014202765835879259,0.5083882299438585
10,2020Q1,390281.0,14141.0,27599250.40661905,3599364.490242347,13.04152988654765,0.4397730267799907
11,2020Q2,425476.0,15416.0,27599636.74104826,386.33442921191454,0.0013997808479751794,0.4185278009701392
12,2020Q3,427586.0,15492.0,27600438.93622515,802.1951768882573,0.002906458041271903,0.3921525974497541
13,2020Q4,477489.0,15821.0,30180709.183995955,2580270.247770805,8.549402308740495,0.3787863998850092
14,2021Q1,954053.0,11899.0,80179258.76124044,49998549.57724448,62.35845822188412,0.22464720951514114
15,2021Q2,907580.0,11319.0,80181994.87587243,2736.1146319955587,0.0034123803432818843,0.2681679926362273
16,2021Q3,981017.0,12235.0,80181201.47118922,-793.4046832174063,-0.0009895145852890383,0.2800488176565894
17,2021Q4,1155718.0,13728.0,84186917.24941725,4005715.7782280296,4.75812146246008,0.42867065157941514
18,2022Q1,1209300.0,13713.0,88186392.47429447,3999475.2248772234,4.535252109380746,0.3973450888845751
19,2022Q2,1313450.0,14894.0,88186518.06096415,125.58666968345642,0.00014241028271083024,0.4013691323503734
