,quarter,roa
0,2008Q1,1.23
1,2008Q2,1.08
2,2008Q3,0.71
3,2008Q4,1.31
4,2009Q1,0.41
5,2009Q2,0.62
6,2009Q3,0.78
7,2009Q4,0.16
8,2010Q1,0.79
9,2010Q2,1.12
10,2010Q3,0.47
11,2010Q4,0.92
12,2011Q1,1.01
13,2011Q2,0.44
14,2011Q3,0.26
15,2011Q4,0.6
16,2012Q1,0.32
17,2012Q2,0.28
18,2012Q3,0.09
19,2012Q4,0.11
20,2013Q1,0.05
21,2013Q2,0.08
22,2013Q3,0.05
23,2013Q4,0.13
24,2014Q1,0.03
25,2014Q2,0.05
26,2014Q3,0.35
27,2014Q4,3.83
28,2015Q1,0.09
29,2015Q2,0.3
30,2015Q3,0.2
31,2015Q4,1.69
32,2016Q1,1.16
33,2016Q2,0.96
34,2016Q3,1.67
35,2016Q4,1.19
36,2017Q1,1.38
37,2017Q2,0.52
38,2017Q3,0.43
39,2017Q4,0.72
40,2018Q1,0.09
41,2018Q2,0.35
42,2018Q3,0.38
43,2018Q4,-0.11
44,2019Q1,-0.09
45,2019Q2,0.02
46,2019Q3,0.3
47,2019Q4,0.26
48,2020Q1,0.08
49,2020Q2,-0.12
50,2020Q3,-0.72
51,2020Q4,-1.44
52,2021Q1,-0.23
53,2021Q2,-0.47
54,2021Q3,-0.64
55,2021Q4,1.76
56,2022Q1,0.82
57,2022Q2,0.13
