,quarter,owner_equity,bvps,shares_est,shares_est_diff,shares_est_diff_perc
0,2012Q1,104533.0,20666,5058211.555211458,,
1,2012Q2,100028.0,19782,5056516.024668891,-1695.5305425673723,-0.033531596346090854
2,2019Q1,,0,,,
3,2019Q2,,0,,,
4,2019Q3,159632.0,25409,6282498.32736432,,
5,2020Q1,176199.0,28048,6282052.196235025,-446.13112929463387,-0.0071016781675582105
6,2020Q2,167815.0,26714,6281912.106011829,-140.0902231959626,-0.002230057040465361
7,2020Q3,169962.0,27057,6281627.674908526,-284.4311033030972,-0.0045279841153151295
8,2020Q4,181501.0,28895,6281398.165772625,-229.50913590099663,-0.003653790602729074
9,2021Q1,185631.0,29553,6281291.239468074,-106.92630455084145,-0.0017022981497654042
10,2021Q2,167044.0,26594,6281266.451079191,-24.788388883695006,-0.00039463998346123477
11,2021Q3,168619.0,26846,6280972.9568650825,-293.4942141082138,-0.004672750800294811
12,2021Q4,165780.0,26395,6280734.987687062,-237.96917802095413,-0.0037888746856454846
13,2022Q1,160650.0,25579,6280542.632628328,-192.35505873337388,-0.0030627140039470716
14,2022Q2,317173.0,25557,12410415.933012482,6129873.300384154,49.39297226999707
