,quarter,price,price_diff,price_diff_perc
1,2020Q2,39.0,-0.8999999999999986,-2.2556390977443574
2,2020Q3,39.0,0.0,0.0
3,2020Q4,39.0,0.0,0.0
4,2021Q1,42.4,3.3999999999999986,8.717948717948715
5,2021Q2,38.0,-4.399999999999999,-10.377358490566035
6,2021Q3,35.0,-3.0,-7.894736842105263
7,2021Q4,29.9,-5.100000000000001,-14.571428571428575
8,2022Q1,26.8,-3.099999999999998,-10.367892976588621
9,2022Q2,22.8,-4.0,-14.925373134328359
