,quarter,roa
0,2009Q3,4.83
1,2012Q2,2.58
2,2012Q3,3.49
3,2012Q4,3.55
4,2013Q2,3.58
5,2013Q3,3.54
6,2014Q1,3.24
7,2014Q2,3.23
8,2014Q3,2.8
9,2014Q4,7.1
10,2015Q2,2.27
11,2015Q3,2.47
12,2015Q4,2.08
13,2016Q1,2.83
14,2016Q2,5.12
15,2016Q3,7.14
16,2016Q4,14.58
17,2017Q1,13.83
18,2017Q2,10.64
19,2017Q3,8.4
20,2017Q4,7.12
21,2018Q1,6.63
22,2018Q2,8.27
23,2018Q3,8.85
24,2018Q4,8.75
25,2019Q1,7.68
26,2019Q2,6.4
27,2019Q3,5.02
28,2019Q4,3.75
29,2020Q1,3.7
30,2020Q2,3.04
31,2020Q3,1.85
32,2020Q4,1.81
33,2021Q1,7.01
34,2021Q2,7.18
35,2021Q3,2.83
36,2021Q4,5.89
37,2022Q1,2.08
38,2022Q2,0.09
