,date,quarter,price,shares_est,market_cap
0,2008-03-31,2008Q1,70.5,8037391.16669305,566636077252
1,2008-06-30,2008Q2,42.0,9624461.18801472,404227369897
2,2008-09-30,2008Q3,74.0,9624562.847150791,712217650689
3,2008-12-31,2008Q4,45.7,9624776.371308018,439852280169
4,2009-03-31,2009Q1,41.2,9624755.74206362,396539936573
5,2009-06-30,2009Q2,64.5,9624608.96767466,620787278415
6,2009-09-30,2009Q3,108.0,9624561.310921708,1039452621580
7,2009-12-31,2009Q4,81.0,12030703.12722306,974486953305
8,2010-03-31,2010Q1,87.0,12030652.192020437,1046666740706
9,2010-06-30,2010Q2,80.0,12030442.827811716,962435426225
10,2010-09-30,2010Q3,62.5,12030544.456746738,751909028547
11,2010-12-31,2010Q4,63.0,12030603.160471844,757927999110
12,2011-03-31,2011Q1,64.0,12030568.363184962,769956375244
13,2011-06-30,2011Q2,31.9,23894397.06702797,762231266438
14,2011-09-30,2011Q3,31.3,23894242.207946707,747889781109
15,2011-12-30,2011Q4,26.3,23894637.08328688,628428955290
16,2012-03-30,2012Q1,28.5,23894910.122989595,681004938505
17,2012-06-29,2012Q2,33.5,23894696.306669,800472326273
18,2012-09-28,2012Q3,30.0,23894582.581808813,716837477454
19,2012-12-28,2012Q4,33.6,24038848.509854957,807705309931
20,2013-03-29,2013Q1,46.2,24038632.29943886,1110584812234
21,2013-06-28,2013Q2,42.0,24038621.11043319,1009622086638
22,2013-09-30,2013Q3,45.6,28812350.012536265,1313843160572
23,2013-12-31,2013Q4,53.0,28813103.313331597,1527094475607
24,2014-03-31,2014Q1,71.0,28812837.71194336,2045711477548
25,2014-06-30,2014Q2,51.0,28812736.899103545,1469449581854
26,2014-09-30,2014Q3,60.5,34541929.72824595,2089786748559
27,2014-12-31,2014Q4,50.0,34541333.50739206,1727066675370
28,2015-03-31,2015Q1,50.5,34541088.23128324,1744324955680
29,2015-06-30,2015Q2,48.4,41416012.906491205,2004535024674
30,2015-09-30,2015Q3,60.5,41416408.85653625,2505692735820
31,2015-12-31,2015Q4,77.0,41416020.372728325,3189033568700
32,2016-03-31,2016Q1,60.0,41415665.93178576,2484939955907
33,2016-06-30,2016Q2,65.5,45556682.61562999,2983962711324
34,2016-09-30,2016Q3,68.0,45557419.19686582,3097904505387
35,2016-12-30,2016Q4,56.0,45557419.19686582,2551215475024
36,2017-03-31,2017Q1,57.8,45557579.217813306,2633228078790
37,2017-06-30,2017Q2,63.2,45556503.8677818,2879171044444
38,2017-09-29,2017Q3,56.4,45557575.09497909,2569447235357
39,2017-12-29,2017Q4,43.0,45557521.65223184,1958973431046
40,2018-03-30,2018Q1,40.4,50111997.75217758,2024524709188
41,2018-06-29,2018Q2,34.85,50111754.48755067,1746394643891
42,2018-09-28,2018Q3,41.5,50112678.3442077,2079676151285
43,2018-12-28,2018Q4,40.55,50112617.25595299,2032066629729
44,2019-03-29,2019Q1,41.3,50112927.93811066,2069663923844
45,2019-06-28,2019Q2,30.65,55123044.92749494,1689521327028
46,2019-09-30,2019Q3,27.5,55123238.94350615,1515889070946
47,2019-12-31,2019Q4,27.25,55122703.30723758,1502093665122
48,2020-03-31,2020Q1,20.5,55123307.76754002,1130027809235
49,2020-06-30,2020Q2,26.8,55122862.76289908,1477292722046
50,2020-09-30,2020Q3,36.4,55122894.13016492,2006473346338
51,2020-12-31,2020Q4,55.1,55123238.27420706,3037290428909
52,2021-03-31,2021Q1,54.1,55122885.41334184,2982148100862
53,2021-06-30,2021Q2,60.0,55122210.02561288,3307332601537
54,2021-09-30,2021Q3,61.0,55122689.11471293,3362484035997
55,2021-12-31,2021Q4,43.5,55122493.28476285,2397828457887
56,2022-03-31,2022Q1,46.05,110245946.42540358,5076825832890
57,2022-06-30,2022Q2,41.65,110243981.35263012,4591661823337
