,quarter,roa
0,2008Q4,0.51
1,2009Q1,1.34
2,2009Q2,1.46
3,2009Q3,1.63
4,2009Q4,1.72
5,2010Q1,1.39
6,2010Q2,2.45
7,2010Q3,1.1
8,2010Q4,1.13
9,2011Q1,0.85
10,2011Q2,0.0
11,2011Q3,0.81
12,2011Q4,1.51
13,2012Q1,0.0
14,2012Q2,0.0
15,2012Q3,0.75
16,2012Q4,2.07
17,2013Q1,1.07
18,2013Q2,1.8
19,2013Q3,1.16
20,2013Q4,4.22
21,2014Q1,1.78
22,2014Q2,2.6
23,2014Q3,2.44
24,2014Q4,0.76
25,2015Q1,1.92
26,2015Q2,2.12
27,2015Q3,2.08
28,2015Q4,3.49
29,2016Q1,1.93
30,2016Q2,2.18
31,2016Q3,1.9
32,2016Q4,5.17
33,2017Q1,2.64
34,2017Q2,2.73
35,2017Q3,2.85
36,2017Q4,4.3
37,2018Q1,3.58
38,2018Q2,2.87
39,2018Q3,3.13
40,2018Q4,3.16
41,2019Q1,3.7
42,2019Q2,3.57
43,2019Q3,2.78
44,2019Q4,3.04
45,2020Q1,4.29
46,2020Q2,2.5
47,2020Q3,2.4
48,2020Q4,2.68
49,2021Q1,2.28
50,2021Q2,1.78
51,2021Q3,0.68
52,2021Q4,1.51
53,2022Q1,1.51
54,2022Q2,1.52
