,quarter,roa
0,2009Q3,0.0
1,2009Q4,2.27
2,2010Q1,0.66
3,2010Q2,0.0
4,2010Q3,1.22
5,2010Q4,0.89
6,2011Q1,0.25
7,2011Q2,0.27
8,2011Q3,-0.02
9,2011Q4,3.57
10,2012Q1,-0.06
11,2012Q2,0.82
12,2012Q3,-0.08
13,2012Q4,0.47
14,2013Q1,0.02
15,2013Q2,0.14
16,2013Q3,0.12
17,2013Q4,0.11
18,2014Q1,0.04
19,2014Q2,0.29
20,2014Q3,0.46
21,2014Q4,1.05
22,2015Q1,0.34
23,2015Q2,3.41
24,2015Q3,0.45
25,2015Q4,1.36
26,2016Q1,1.08
27,2016Q2,0.88
28,2016Q3,1.86
29,2016Q4,4.19
30,2017Q1,0.86
31,2017Q2,1.43
32,2017Q3,1.01
33,2017Q4,2.92
34,2018Q1,0.82
35,2018Q2,0.93
36,2018Q3,1.0
37,2018Q4,0.86
38,2019Q1,0.58
39,2019Q2,0.7
40,2019Q3,0.75
41,2019Q4,1.4
42,2020Q1,0.7
43,2020Q2,0.62
44,2020Q3,0.68
45,2020Q4,0.93
46,2021Q1,0.66
47,2021Q2,2.24
48,2021Q3,1.76
49,2021Q4,0.99
50,2022Q1,1.15
51,2022Q2,1.4
