,Quý,DT từ KD chứng khoán (MilVND),Lợi nhuận gộp(MilVND),LNT từ KD chứng khoán(MilVND),LNST thu nhập DN(MilVND),LNST của CĐ cty mẹ (MilVND),Tài sản ngắn hạn(MilVND),Các khoản cho vay(MilVND),Tổng tài sản(MilVND),Nợ phải trả(MilVND),Nợ ngắn hạn(MilVND),Vốn chủ sở hữu(MilVND),Lợi ích của cổ đông thiểu số(MilVND),EPS của 4 quý gần nhất(VND),BVPS cơ bản(VND),P/E cơ bản(Times),ROS(%),ROEA(%),ROAA(%)
0,2009Q4,89820.0,81886.0,61461.0,53981.0,53981.0,2013620.0,,2051955.0,1482995.0,1482995.0,568959.0,0.0,1799.0,18965.0,0.0,60.1,16.85,4.67
1,2010Q1,143592.0,122915.0,109099.0,81959.0,81959.0,2381226.0,,2417782.0,1599414.0,1599414.0,818368.0,0.0,3021.0,18186.0,14.37,57.08,11.72,3.97
2,2010Q2,169164.0,135108.0,117202.0,90123.0,90123.0,3185479.0,,3223521.0,2315030.0,2315030.0,908491.0,0.0,5024.0,20189.0,6.61,53.28,10.55,2.97
3,2010Q3,128829.0,72829.0,53253.0,40906.0,40906.0,3069321.0,,3108958.0,1760717.0,1760717.0,1348241.0,0.0,5233.0,13483.0,4.05,31.75,29.3,9.89
4,2010Q4,92022.0,-99215.0,-117614.0,-117167.0,-117167.0,3078507.0,,3119827.0,1859377.0,1859377.0,1260450.0,0.0,1416.0,12605.0,16.88,-127.32,8.84,3.23
5,2011Q1,83277.0,-23619.0,-42333.0,-42274.0,-42274.0,2218160.0,,2264485.0,1065209.0,1065209.0,1199276.0,0.0,-378.0,11993.0,-40.26,-50.76,-2.41,-0.97
6,2011Q2,74357.0,-70846.0,-87220.0,-99180.0,-99180.0,1982261.0,,2028850.0,928754.0,928754.0,1100096.0,0.0,-2449.0,11001.0,-4.41,-133.38,-17.74,-8.28
7,2011Q3,57747.0,27011.0,11951.0,11865.0,11865.0,1874982.0,,1926319.0,814281.0,814281.0,1112037.0,0.0,-2468.0,11120.0,-4.66,20.55,-21.13,-10.57
8,2011Q4,61343.0,-61797.0,-79098.0,-72275.0,-72275.0,1476297.0,,1526055.0,486292.0,486292.0,1039763.0,0.0,-2019.0,10398.0,-3.37,-117.82,-18.14,-10.42
9,2012Q1,62412.0,46324.0,30233.0,30406.0,30406.0,1997915.0,,2051008.0,982010.0,982010.0,1068998.0,0.0,-1292.0,10690.0,-7.97,48.72,-11.96,-6.86
10,2012Q2,85102.0,46353.0,29523.0,29661.0,29661.0,2094460.0,,2145986.0,1047326.0,1047326.0,1098659.0,0.0,-3.0,10987.0,-2972.3,34.85,-0.03,-0.02
11,2012Q3,50289.0,25688.0,9913.0,10026.0,10026.0,1607747.0,,1666140.0,557455.0,557455.0,1108686.0,0.0,-22.0,11087.0,-403.3,19.94,-0.2,-0.12
12,2012Q4,43073.0,25765.0,8672.0,8780.0,8780.0,1574302.0,,1632119.0,528532.0,528532.0,1103587.0,,789.0,11036.0,12.04,20.38,7.2,4.21
13,2013Q1,62335.0,44849.0,26648.0,27276.0,27276.0,1850368.0,,1910214.0,779587.0,779587.0,1130627.0,,758.0,11306.0,11.75,43.76,6.82,4.12
14,2013Q2,76664.0,94501.0,76677.0,69879.0,69879.0,1611627.0,,1676248.0,475742.0,475742.0,1200506.0,,1160.0,12005.0,7.85,91.15,10.21,6.74
15,2013Q3,51353.0,48627.0,27941.0,22890.0,22890.0,1720289.0,,1787258.0,566462.0,566462.0,1220796.0,,1289.0,12208.0,6.52,44.57,11.07,7.36
16,2013Q4,72267.0,27294.0,561.0,6781.0,6781.0,1865823.0,,1940330.0,743357.0,743357.0,1196974.0,,1271.0,11970.0,8.18,9.38,10.68,6.94
17,2014Q1,104568.0,82239.0,59104.0,46354.0,46354.0,3410983.0,,3490633.0,2247306.0,2247306.0,1243327.0,,1472.0,12433.0,12.29,44.33,12.0,6.56
18,2014Q2,94983.0,67090.0,34300.0,31389.0,31389.0,2580428.0,,2669233.0,1449208.0,1449208.0,1220026.0,,1092.0,12200.0,15.29,33.05,8.8,4.35
19,2014Q3,114250.0,85372.0,53183.0,43449.0,43449.0,2811218.0,,2901924.0,1595309.0,1595309.0,1306615.0,,1312.0,13066.0,12.43,38.03,10.31,4.65
20,2014Q4,121474.0,83601.0,43413.0,36155.0,36155.0,2847650.0,,2941709.0,1105996.0,1105996.0,1835713.0,,1623.0,11843.0,7.76,29.76,11.23,5.24
21,2015Q1,105263.0,81723.0,44983.0,40079.0,40079.0,3483382.0,,3579403.0,1708169.0,1708169.0,1871234.0,,1483.0,12073.0,7.28,38.07,9.69,5.0
22,2015Q2,115822.0,83099.0,45135.0,36094.0,36094.0,4585288.0,,4678834.0,2849007.0,2849007.0,1829827.0,,1340.0,11805.0,10.44,31.16,9.11,4.42
23,2015Q3,155557.0,99500.0,57940.0,46192.0,46192.0,4768517.0,,4867746.0,2991727.0,2991727.0,1876019.0,,1207.0,12103.0,10.44,29.69,8.55,3.95
24,2015Q4,157480.0,126348.0,75011.0,59413.0,59413.0,5627218.0,,5755827.0,3820396.0,3720396.0,1935432.0,,1238.0,12487.0,9.77,37.73,9.68,3.85
25,2016Q1,107736.0,77565.0,39142.0,28401.0,28401.0,4132074.0,,4233588.0,2269755.0,2199755.0,1963832.0,,1097.0,12670.0,10.11,26.36,8.95,3.48
26,2016Q2,165765.0,116296.0,72616.0,65060.0,65060.0,4878202.0,1489162.0,4979411.0,3017283.0,2947283.0,1962129.0,,1289.0,12659.0,9.08,39.25,10.29,4.01
27,2016Q3,160987.0,109167.0,64537.0,54185.0,54185.0,4809951.0,2096233.0,4931394.0,2990079.0,2890079.0,1941315.0,,1352.0,12525.0,10.36,33.66,10.61,4.16
28,2016Q4,164303.0,110957.0,50448.0,38079.0,38079.0,5050634.0,1939769.0,5172709.0,3225007.0,3130707.0,1947702.0,,1223.0,12985.0,10.71,23.18,9.51,3.85
29,2017Q1,379014.0,341075.0,245391.0,222819.0,222819.0,6333968.0,2347628.0,6468974.0,4331923.0,4242623.0,2137051.0,,2537.0,14739.0,5.91,58.79,19.04,7.06
30,2017Q2,312751.0,227958.0,121358.0,102953.0,102953.0,7625088.0,2595979.0,7770790.0,5540192.0,5450892.0,2230597.0,,2827.0,15384.0,7.64,32.92,20.25,6.87
