quarter,quarter,change_perc_mean,change_perc_stdv
2007Q4,2007Q4,2.8925,2.334714472192835
2008Q1,2008Q1,-1.4517241379310344,3.7517173321172383
2008Q2,2008Q2,-0.9663333333333333,1.2988912699196367
2008Q3,2008Q3,0.2265624999999999,3.5135023989095067
2008Q4,2008Q4,-0.10787878787878785,3.5825717085105286
2009Q1,2009Q1,-0.1365517241379311,2.488429753404455
2009Q2,2009Q2,0.8841935483870966,3.3943543041722646
2009Q3,2009Q3,0.6535384615384615,3.567308785506778
2009Q4,2009Q4,-0.3269696969696971,3.363496792921123
2010Q1,2010Q1,-0.10827586206896556,2.745299100396022
2010Q2,2010Q2,0.8222580645161289,3.446776312542545
2010Q3,2010Q3,0.43718749999999995,3.59371032069192
2010Q4,2010Q4,-0.6806060606060605,3.3072870028691677
2011Q1,2011Q1,-0.5092982456140351,2.908502842436492
2011Q2,2011Q2,-0.43721311475409813,2.658569246259813
2011Q3,2011Q3,-0.08830769230769227,2.4980733633835004
2011Q4,2011Q4,-0.6775384615384614,2.8589765600917136
2012Q1,2012Q1,0.5828813559322032,2.3978079435093944
2012Q2,2012Q2,0.347741935483871,3.1393146476422378
2012Q3,2012Q3,-0.17703125000000008,2.5210949244436547
2012Q4,2012Q4,0.24799999999999997,2.996938124986901
2013Q1,2013Q1,0.348103448275862,2.565993844529511
2013Q2,2013Q2,0.19508196721311483,2.6649663055723734
2013Q3,2013Q3,0.013999999999999988,1.683134909922553
2013Q4,2013Q4,0.48287878787878813,2.455800521309945
2014Q1,2014Q1,0.45089285714285704,2.421587215620603
2014Q2,2014Q2,-0.250655737704918,3.0144418327182114
2014Q3,2014Q3,0.22625000000000003,1.8840992964093366
2014Q4,2014Q4,0.17015151515151522,1.8657607171373967
2015Q1,2015Q1,-0.015178571428571428,1.2746535943989983
2015Q2,2015Q2,0.1257377049180328,1.3104597908322018
2015Q3,2015Q3,-0.020769230769230766,1.3894381819780472
2015Q4,2015Q4,0.11696969696969697,1.9783170545436763
2016Q1,2016Q1,0.05593220338983049,2.200814989047018
2016Q2,2016Q2,-0.12467741935483871,1.990290132686348
2016Q3,2016Q3,-0.024923076923076933,1.8131749804184334
2016Q4,2016Q4,0.06738461538461538,1.7493608448186484
2017Q1,2017Q1,0.023220338983050842,2.1888427431092334
2017Q2,2017Q2,0.14935483870967742,2.20081197457557
2017Q3,2017Q3,-0.12515625000000002,1.8864773522614147
2017Q4,2017Q4,0.299076923076923,2.024352306199537
2018Q1,2018Q1,0.14140350877192984,3.406319986749678
2018Q2,2018Q2,0.2820967741935484,3.871267482996681
2018Q3,2018Q3,0.48921875000000004,3.9185194420923266
2018Q4,2018Q4,0.3304615384615385,3.004041252405474
2019Q1,2019Q1,-0.4032758620689656,4.964326914299533
2019Q2,2019Q2,0.3004918032786886,3.603728821757407
2019Q3,2019Q3,-0.267846153846154,3.743196950931321
2019Q4,2019Q4,-0.41060606060606053,4.102774250445245
2020Q1,2020Q1,-0.27949152542372885,4.120655046574267
2020Q2,2020Q2,0.41629032258064513,4.980402325532256
2020Q3,2020Q3,0.43707692307692303,4.854809703748993
2020Q4,2020Q4,0.2204545454545454,4.701659750087665
2021Q1,2021Q1,0.12189655172413799,3.461178410471022
2021Q2,2021Q2,-0.2853225806451612,3.3076115486149433
2021Q3,2021Q3,0.38234375,4.067668004037625
2021Q4,2021Q4,0.6148484848484849,3.4237034569754083
2022Q1,2022Q1,0.03258620689655173,0.6221540406786157
2022Q2,2022Q2,-0.03677419354838713,1.2156422766985686
2022Q3,2022Q3,-0.55171875,2.1842441245962716
