,quarter,roa
0,2008Q1,0.19
1,2008Q2,0.09
2,2011Q3,0.0
3,2013Q1,0.1
4,2013Q2,0.13
5,2013Q3,0.01
6,2014Q1,0.03
7,2015Q1,0.0
8,2015Q2,0.0
9,2015Q3,0.0
10,2016Q1,0.17
11,2016Q2,0.21
12,2016Q3,0.05
13,2016Q4,0.24
14,2017Q1,0.17
15,2017Q2,0.21
16,2017Q3,0.45
17,2017Q4,0.19
18,2018Q1,0.4
19,2018Q2,0.39
20,2018Q3,0.29
21,2018Q4,0.38
22,2019Q1,0.38
23,2019Q2,0.38
24,2019Q3,0.42
25,2019Q4,0.5
26,2020Q1,0.39
27,2020Q2,0.51
28,2020Q3,0.42
29,2020Q4,0.36
30,2021Q1,0.48
31,2021Q2,0.47
32,2021Q3,0.42
33,2021Q4,0.42
34,2022Q1,0.51
35,2022Q2,0.54
