,quarter,roa
0,2010Q3,0.0
1,2011Q1,0.0
2,2011Q2,-1.99
3,2011Q3,0.02
4,2011Q4,3.23
5,2012Q1,0.04
6,2012Q2,0.35
7,2012Q3,0.03
8,2012Q4,1.34
9,2013Q1,0.06
10,2013Q2,0.94
11,2013Q3,1.39
12,2013Q4,2.59
13,2014Q1,1.49
14,2014Q2,2.96
15,2014Q3,2.13
16,2014Q4,1.78
17,2015Q1,1.57
18,2015Q2,3.6
19,2015Q3,3.04
20,2015Q4,2.98
21,2016Q1,1.12
22,2016Q2,3.81
23,2016Q3,0.58
24,2016Q4,1.86
25,2017Q1,0.81
26,2017Q2,0.02
27,2017Q3,0.42
28,2017Q4,1.12
29,2018Q1,0.41
30,2018Q2,0.1
31,2018Q3,0.29
32,2018Q4,0.85
33,2019Q1,0.03
34,2019Q2,0.05
35,2019Q3,0.09
36,2019Q4,0.71
37,2020Q1,-3.57
38,2020Q2,-1.11
39,2020Q3,0.8
40,2020Q4,3.49
41,2021Q1,0.13
42,2021Q2,0.08
43,2021Q3,0.02
44,2021Q4,0.03
45,2022Q1,-1.34
46,2022Q2,-1.79
