,quarter,roa
0,2008Q3,1.12
1,2008Q4,-1.28
2,2009Q1,0.64
3,2009Q2,0.9
4,2009Q3,0.16
5,2009Q4,1.12
6,2010Q1,1.21
7,2010Q2,0.36
8,2010Q3,0.71
9,2010Q4,1.04
10,2011Q1,8.02
11,2011Q2,0.51
12,2011Q3,0.86
13,2011Q4,0.82
14,2012Q1,0.63
15,2012Q2,-0.53
16,2012Q3,0.99
17,2012Q4,0.72
18,2013Q1,0.54
19,2013Q2,0.56
20,2013Q3,0.24
21,2013Q4,0.88
22,2014Q1,-1.46
23,2014Q2,0.83
24,2014Q3,0.38
25,2014Q4,0.15
26,2015Q1,0.29
27,2015Q2,0.98
28,2015Q3,0.52
29,2015Q4,-0.14
30,2016Q1,0.41
31,2016Q2,0.41
32,2016Q3,-0.16
33,2016Q4,0.43
34,2017Q1,0.23
35,2017Q2,0.12
36,2017Q3,0.02
37,2017Q4,0.58
38,2018Q1,0.16
39,2018Q2,0.23
40,2018Q3,0.18
41,2018Q4,0.25
42,2019Q1,0.31
43,2019Q2,-0.28
44,2019Q3,-0.85
45,2019Q4,0.67
46,2020Q1,-0.89
47,2020Q2,0.24
48,2020Q3,-0.1
49,2020Q4,0.66
50,2021Q1,0.31
51,2021Q2,0.31
52,2021Q3,0.06
53,2021Q4,0.13
54,2022Q1,0.17
55,2022Q2,0.22
