,date,quarter,price,shares_est,lev,market_cap
0,2008-06-30,2008Q2,14.2,7499856.829245013,0.8556667875538817,106497966975
1,2008-09-30,2008Q3,15.0,7499861.457467442,0.8514165557768117,112497921862
2,2008-12-31,2008Q4,10.0,7589497.307001796,0.82791575933948,75894973070
3,2009-03-31,2009Q1,8.7,7500212.71164809,0.8348323012275954,65251850591
4,2009-06-30,2009Q2,14.9,7499955.701249225,0.8358818050521971,111749339949
5,2009-09-30,2009Q3,29.1,7500340.947834982,0.8249628004182027,218259921582
6,2009-12-31,2009Q4,28.9,7500244.85798237,0.8011727269161288,216757076396
7,2010-03-31,2010Q1,23.5,7500212.71164809,0.8348323012275954,176254998724
8,2010-06-30,2010Q2,24.0,7500211.5596175,0.8345807110349563,180005077431
9,2010-09-30,2010Q3,16.0,10300429.92261393,0.7783082839159818,164806878762
10,2010-12-31,2010Q4,13.0,10299835.398076756,0.7628640596881588,133897860175
11,2011-03-31,2011Q1,8.9,10300181.696471265,0.8011839350825027,91671617099
12,2011-06-30,2011Q2,6.2,10300123.001230013,0.8198293807848319,63860762608
13,2011-09-30,2011Q3,5.2,10299857.113696672,0.8290632152927033,53559256991
14,2011-12-30,2011Q4,3.6,10300178.412132025,0.8095736772333244,37080642284
15,2012-03-30,2012Q1,4.9,10299929.7999298,0.814615284921141,50469656020
16,2012-06-29,2012Q2,4.6,10300408.163265308,0.8344526471650945,47381877551
17,2012-09-28,2012Q3,4.2,10300369.765242068,0.816330503558403,43261553014
18,2012-12-28,2012Q4,4.0,10299829.642248722,0.7881425999654103,41199318569
19,2013-03-29,2013Q1,3.9,10299838.750742596,0.812948796327857,40169371128
20,2013-06-28,2013Q2,4.2,10300351.582119538,0.7868785720080181,43261476645
21,2013-09-30,2013Q3,3.8,10300374.348958334,0.7936062473300564,39141422526
22,2013-12-31,2013Q4,5.6,10299921.25984252,0.8076703084155059,57679559055
23,2014-03-31,2014Q1,9.0,10300421.002462467,0.8120394141449295,92703789022
24,2014-06-30,2014Q2,10.1,10299835.390946502,0.8351833158583415,104028337449
25,2014-09-30,2014Q3,9.6,10300166.626993572,0.8405843543457816,98881599619
26,2014-12-31,2014Q4,10.9,10299901.37318868,0.8291949836203988,112268924968
27,2015-03-31,2015Q1,11.5,10299641.994838065,0.861545881617817,118445882941
28,2015-06-30,2015Q2,11.6,10300119.856172591,0.8708376117885627,119481390332
29,2015-09-30,2015Q3,11.3,10300071.787508974,0.8514106041840626,116390811199
30,2015-12-31,2015Q4,12.2,10299786.581299186,0.8388481917951747,125657396292
31,2016-03-31,2016Q1,10.9,10299897.924464105,0.8512125582675075,112268887377
32,2016-06-30,2016Q2,10.8,10300209.068339214,0.8479914218475292,111242257938
33,2016-09-30,2016Q3,10.8,10300019.12167761,0.8466907442119552,111240206514
34,2016-12-30,2016Q4,9.8,10300274.927915242,0.8580183116723774,100942694294
35,2017-03-31,2017Q1,11.2,10299824.663939215,0.860966911532078,115358036236
36,2017-06-30,2017Q2,11.2,10299849.04624674,0.8798073836428769,115358309318
37,2017-09-29,2017Q3,12.0,10300213.929165676,0.8594544621988077,123602567150
38,2017-12-29,2017Q4,11.6,10299782.683289489,0.8578660887266679,119477479126
39,2018-03-30,2018Q1,9.6,10299960.42738425,0.857187311451221,98879620103
40,2018-06-29,2018Q2,8.6,10299993.90875312,0.8701446797907013,88579947615
41,2018-09-28,2018Q3,7.2,10300145.878920496,0.8659937536299438,74161050328
42,2018-12-28,2018Q4,6.3,10299781.955330309,0.8699203564765412,64888626319
43,2019-03-29,2019Q1,6.3,10300261.703983717,0.8751626425549515,64891648735
44,2019-06-28,2019Q2,5.7,10300132.648941692,0.875570523523207,58710756099
45,2019-09-30,2019Q3,6.6,10299862.841467597,0.8668497888766538,67979094754
46,2019-12-31,2019Q4,3.7,10299887.82950084,0.8632106137610877,38109584969
47,2020-03-31,2020Q1,4.0,10299977.153301349,0.8644141702541432,41199908613
48,2020-06-30,2020Q2,3.5,10300051.58479968,0.8610951144552946,36050180547
49,2020-09-30,2020Q3,4.6,10300051.58479968,0.8610951144552946,47380237290
50,2020-12-31,2020Q4,3.7,10299856.363114048,0.8501571808702726,38109468544
51,2021-03-31,2021Q1,5.7,10300117.096018735,0.8510564616185827,58710667447
52,2021-06-30,2021Q2,5.0,10299791.328541618,0.8495358426079688,51498956643
53,2021-09-30,2021Q3,5.2,10300022.893772896,0.8562901165916107,53560119048
54,2021-12-31,2021Q4,8.6,10300210.694151811,0.8656556339951742,88581811970
55,2022-03-31,2022Q1,9.5,10300079.536416316,0.8484927486267965,97850755596
