,quarter,roa
0,2010Q1,2.65
1,2010Q2,3.88
2,2010Q3,2.5
3,2011Q3,0.0
4,2012Q1,3.27
5,2012Q2,4.4
6,2012Q3,3.3
7,2012Q4,3.08
8,2013Q1,4.84
9,2013Q2,4.0
10,2013Q3,4.08
11,2013Q4,3.21
12,2014Q1,1.99
13,2014Q2,2.88
14,2014Q3,5.42
15,2014Q4,1.93
16,2015Q1,1.99
17,2015Q2,2.38
18,2015Q3,6.35
19,2015Q4,3.38
20,2016Q1,3.8
21,2016Q2,3.49
22,2016Q3,5.01
23,2016Q4,1.82
24,2017Q1,3.5
25,2017Q2,3.34
26,2017Q3,3.5
27,2017Q4,3.17
28,2018Q1,2.74
29,2018Q2,2.93
30,2018Q3,1.85
31,2018Q4,4.51
32,2019Q1,2.36
33,2019Q2,2.18
34,2019Q3,2.92
35,2019Q4,2.3
36,2020Q1,1.23
37,2020Q2,1.8
38,2020Q3,2.88
39,2020Q4,2.1
40,2021Q1,2.03
41,2021Q2,2.3
42,2021Q3,1.78
43,2021Q4,1.82
44,2022Q1,2.3
45,2022Q2,2.82
