,date,quarter,price,shares_est,lev,market_cap
0,2010-12-31,2010Q4,21.1,2200029.7885016385,0.4654192670294367,46420628537
1,2011-03-31,2011Q1,18.1,2199922.898997687,0.4755252380286889,39818604472
2,2011-06-30,2011Q2,15.0,2200027.5614965893,0.5273488886156219,33000413422
3,2011-09-30,2011Q3,11.5,2200030.632562414,0.5930102339881534,25300352274
4,2011-12-30,2011Q4,5.9,2200030.632562414,0.5930102339881534,12980180732
5,2012-03-30,2012Q1,7.8,2199937.0277078087,0.5892416139147323,17159508816
6,2012-06-29,2012Q2,7.5,2199935.0332954363,0.6276083822119651,16499512750
7,2012-09-28,2012Q3,7.9,2199984.5809883587,0.6185179656094278,17379878190
8,2012-12-28,2012Q4,8.0,2199909.2353074653,0.620646920299375,17599273882
9,2013-03-29,2013Q1,9.2,2200060.831875903,0.6098360131366846,20240559653
10,2013-06-28,2013Q2,7.3,2200016.110842597,0.6536027211851055,16060117609
11,2013-09-25,2013Q3,8.5,2200046.9410107965,0.6486148690023008,18700398999
12,2013-12-31,2013Q4,7.3,2970001.456239989,0.5416802375118794,21681010631
13,2014-03-31,2014Q1,12.3,2969927.961132518,0.5675359138446087,36530113922
14,2014-06-30,2014Q2,10.8,2970032.991202346,0.6344192690819954,32076356305
15,2014-09-30,2014Q3,12.6,2969896.907216495,0.7586266941132886,37420701031
16,2014-12-31,2014Q4,8.6,2969990.990366623,0.7237097403455096,25541922517
17,2015-03-31,2015Q1,11.0,2969948.403291033,0.7184713665095516,32669432436
18,2015-06-30,2015Q2,12.2,11500503.156161375,0.314061219435471,140306138505
19,2015-09-30,2015Q3,14.4,11500000.0,0.3015394272752299,165600000000
20,2015-12-31,2015Q4,8.1,11500295.732995354,0.3210282385873009,93152395437
21,2016-03-31,2016Q1,13.1,11499586.913417052,0.2717407782692096,150644588566
22,2016-06-30,2016Q2,19.3,11500301.230742749,0.3166548175745505,221955813753
23,2016-09-30,2016Q3,15.3,11499537.465309896,0.317070123824109,175942923219
24,2016-12-30,2016Q4,12.3,11500435.9889021,0.3155212908672575,141455362663
25,2017-03-31,2017Q1,11.3,11500234.448265083,0.2302791583354038,129952649265
26,2017-06-30,2017Q2,10.3,11500298.303929089,0.3969932992934915,118453072530
27,2017-09-29,2017Q3,9.6,11500410.778836677,0.3670252435348461,110403943477
28,2017-12-29,2017Q4,7.2,11499809.174872149,0.3913284109577433,82798626059
29,2018-03-30,2018Q1,8.5,11500253.862334082,0.3024430362542596,97752157830
30,2018-06-29,2018Q2,9.5,11500253.75190314,0.3613028162972901,109252410643
31,2018-09-28,2018Q3,10.3,11500108.53049707,0.3507430359111172,118451117864
32,2018-12-28,2018Q4,8.7,11499966.557420908,0.4249362832208321,100049709050
33,2019-03-29,2019Q1,9.9,11499772.150250634,0.3485998320367877,113847744287
34,2019-06-28,2019Q2,10.6,11500321.626141774,0.4301850457034241,121903409237
35,2019-09-30,2019Q3,10.9,11499683.062880324,0.3944808053346835,125346545385
36,2019-12-31,2019Q4,10.2,11499675.688425023,0.4453349626844471,117296692022
37,2020-03-31,2020Q1,6.7,11500232.937339855,0.4379397287109801,77051560680
38,2020-06-30,2020Q2,8.4,11499747.251358524,0.4901258177398342,96597876911
39,2020-09-30,2020Q3,7.8,11499909.600433918,0.4568850672941166,89699294883
40,2020-12-31,2020Q4,9.0,11499971.42367263,0.4609022503753516,103499742813
41,2021-03-31,2021Q1,9.5,11499860.685427696,0.4375476952076083,109248676512
42,2021-06-30,2021Q2,11.0,11499752.543304922,0.4675810049224093,126497277976
43,2021-09-30,2021Q3,23.9,11500267.866709525,0.4420442217276807,274856402014
44,2021-12-31,2021Q4,28.9,11500279.2586951,0.4280162116544409,332358070576
45,2022-03-31,2022Q1,21.6,11499773.47092877,0.4298019647916524,248395106972
46,2022-06-30,2022Q2,11.6,11500017.486797469,0.3513643592619963,133400202847
