,date,quarter,price,shares_est,lev,market_cap
0,2005-09-30,2005Q3,19.4,1799951.3066060704,0.6883483589305517,34919055348
1,2006-03-31,2006Q1,32.5,1800062.3830318153,0.6801047606626464,58502027449
2,2006-06-30,2006Q2,26.5,1800000.0,0.6988547288159992,47700000000
3,2006-09-29,2006Q3,22.5,1800000.0,0.7282613896128973,40500000000
4,2006-12-29,2006Q4,21.8,1800000.0,0.7367713952494851,39240000000
5,2007-03-30,2007Q1,48.7,1800059.728236524,0.6722314272787265,87662908765
6,2007-06-29,2007Q2,31.0,1799914.462898282,0.6582996081473916,55797348350
7,2007-09-28,2007Q3,42.0,1799985.7742371436,0.6649454418898231,75599402518
8,2007-12-28,2007Q4,44.0,1798876.1414188717,0.5609024195101742,79150550222
9,2008-03-31,2008Q1,25.3,1798876.1414188717,0.5609024195101742,45511566378
10,2008-06-30,2008Q2,23.4,1798850.9082467644,0.6355641180035259,42093111253
11,2008-09-30,2008Q3,21.0,1799962.0661313776,0.6306386871827775,37799203389
12,2008-12-31,2008Q4,14.0,1800058.3090379008,0.6374770933642128,25200816327
13,2009-03-31,2009Q1,13.9,1799977.1923822556,0.5125461232447597,25019682974
14,2009-06-30,2009Q2,27.3,1800000.0,0.560802319530858,49140000000
15,2009-09-30,2009Q3,27.9,1800035.5914106062,0.6095247820889068,50220993000
16,2009-12-31,2009Q4,29.3,1800032.5062303608,0.735106987792941,52740952433
17,2010-03-31,2010Q1,34.6,1800032.3049588113,0.525793952911392,62281117752
18,2010-06-30,2010Q2,35.0,1800011.431184271,0.6182388947288421,63000400091
19,2010-09-30,2010Q3,39.5,1798863.6363636365,0.6624049576950026,71055113636
20,2010-12-31,2010Q4,39.8,1799957.2329733777,0.6815563666825271,71638297872
21,2011-03-31,2011Q1,40.0,1800000.0,0.6213248844135555,72000000000
22,2011-06-30,2011Q2,37.2,1800033.844765343,0.6807782655851722,66961259025
23,2011-09-30,2011Q3,37.0,1799966.1628693887,0.6846021514229599,66598748026
24,2011-12-30,2011Q4,38.0,1800032.0718409235,0.6349345666793013,68401218730
25,2012-03-30,2012Q1,35.5,1799978.8057012665,0.585813382111735,63899247602
26,2012-06-29,2012Q2,32.9,1799946.977730647,0.5998656207656193,59218255567
27,2012-09-28,2012Q3,29.5,1800000.0,0.6726603183731173,53100000000
28,2012-12-28,2012Q4,31.0,1800000.0,0.7606134249032162,55800000000
29,2013-03-29,2013Q1,30.0,2100019.7277569543,0.5917649840622166,63000591833
30,2013-06-28,2013Q2,22.0,2699934.829159296,0.6526072347224183,59398566242
31,2013-08-13,2013Q3,15.0,2700074.446305602,0.7191408146596506,40501116695
32,2013-12-31,2013Q4,15.0,2708673.848439821,0.7592882899030461,40630107727
33,2014-03-31,2014Q1,16.0,2708532.1626264555,0.7444095144464501,43336514602
34,2014-06-30,2014Q2,20.3,2703619.9095022622,0.7657804140906066,54883484163
35,2014-09-30,2014Q3,20.7,2703750.4300951944,0.795309494783236,55967633903
36,2014-12-31,2014Q4,18.7,2702750.197697917,0.708940882554991,50541428697
37,2015-03-31,2015Q1,17.0,2702908.523717772,0.7359623505627394,45949444903
38,2015-06-30,2015Q2,29.8,2704199.893673578,0.7774734821555884,80585156831
39,2015-09-30,2015Q3,26.5,2699902.508198174,0.7604865217318867,71547416467
40,2015-12-31,2015Q4,26.5,2699930.4589707926,0.7440545779780264,71548157163
41,2016-03-31,2016Q1,26.5,2699923.1803341657,0.7724425317866418,71547964279
42,2016-06-30,2016Q2,23.9,2700066.5778961387,0.8021385525927911,64531591212
43,2016-09-30,2016Q3,15.8,2699924.9108316125,0.7928354798104769,42658813591
44,2016-12-30,2016Q4,15.8,2700008.63781636,0.7619054815369316,42660136477
45,2017-03-31,2017Q1,11.3,2699943.027157055,0.6962250662662033,30509356207
46,2017-06-30,2017Q2,12.4,4050175.149392129,0.7057383622841311,50222171852
47,2017-09-29,2017Q3,16.0,4049883.232134517,0.7295850856416689,64798131714
48,2017-12-29,2017Q4,27.6,4050141.242937853,0.6852619111677009,111783898305
49,2018-03-30,2018Q1,30.3,4050069.338004525,0.5926890990370383,122717100942
50,2018-06-29,2018Q2,22.5,4049881.2351543945,0.6218841433670116,91122327791
51,2018-09-28,2018Q3,21.0,4049929.966219,0.6605714871450863,85048529291
52,2018-12-28,2018Q4,30.0,5059887.313704108,0.59025646252157,151796619411
53,2019-03-29,2019Q1,30.0,5060110.366574694,0.6285848567604437,151803310997
54,2019-06-28,2019Q2,30.0,5060228.914323814,0.6881433191013271,151806867430
55,2019-09-30,2019Q3,20.0,5060145.478232548,0.6854738529066197,101202909565
56,2019-12-31,2019Q4,16.0,5060266.467438675,0.7058725558315055,80964263479
57,2020-03-31,2020Q1,15.0,5059943.360604154,0.7669893009607522,75899150409
58,2020-06-30,2020Q2,20.9,5059729.476362662,0.7461807138315035,105748346056
59,2020-09-30,2020Q3,15.5,5060180.101032286,0.8278165925950706,78432791566
60,2020-12-31,2020Q4,15.0,5060180.101032286,0.8278165925950706,75902701515
61,2021-03-31,2021Q1,16.8,5060529.922338967,0.838603923344305,85016902695
62,2021-06-30,2021Q2,11.0,5059863.601919677,0.8460693087983607,55658499621
63,2021-09-30,2021Q3,15.2,5059942.911512845,0.8756799233515693,76911132255
64,2021-12-31,2021Q4,13.0,5060157.790927022,0.9581904163996642,65782051282
65,2022-03-31,2022Q1,12.2,5059349.2208982585,0.8387523126451346,61724060495
66,2022-06-30,2022Q2,11.7,5059291.58110883,0.8569240645342407,59193711499
