,date,quarter,price,shares_est,market_cap
0,2010-03-31,2010Q1,44.0,33199458.10754481,1460776156732
1,2010-06-30,2010Q2,53.0,33199661.39066068,1759582053705
2,2010-09-30,2010Q3,47.6,33850378.645872384,1611278023544
3,2010-12-31,2010Q4,42.8,43899380.46647231,1878893483965
4,2011-03-31,2011Q1,42.0,43900267.68919115,1843811242946
5,2011-06-30,2011Q2,37.8,43900510.29640621,1659439289204
6,2011-09-30,2011Q3,33.1,43900503.4160374,1453106663071
7,2011-12-30,2011Q4,19.3,43899669.6794802,847263624814
8,2012-03-30,2012Q1,18.8,43899806.20155039,825316356589
9,2012-06-29,2012Q2,16.8,43899619.24541364,737513603323
10,2012-09-28,2012Q3,12.5,43900576.52966338,548757206621
11,2012-12-28,2012Q4,9.0,43900347.03052291,395103123275
12,2013-03-29,2013Q1,8.0,48070496.08355092,384563968668
13,2013-06-28,2013Q2,9.7,48070715.77610451,466285943028
14,2013-09-30,2013Q3,10.0,48070554.93783483,480705549378
15,2013-12-31,2013Q4,13.4,48070082.93232313,644139111293
16,2014-03-31,2014Q1,16.3,48070586.06708441,783550552893
17,2014-06-30,2014Q2,16.1,75001357.06456496,1207521848739
18,2014-09-30,2014Q3,20.7,74999948.89093325,1552498942042
19,2014-12-31,2014Q4,20.2,74998948.94894895,1514978768769
20,2015-03-31,2015Q1,21.9,126000682.48635028,2759414946451
21,2015-06-30,2015Q2,21.7,125999493.59396364,2734189010989
22,2015-09-30,2015Q3,21.6,125999310.27687456,2721585101980
23,2015-12-31,2015Q4,21.6,180000301.10117,3888006503785
24,2016-03-31,2016Q1,22.9,179997012.63229772,4121931589280
25,2016-06-30,2016Q2,22.8,180002187.00998598,4104049863828
26,2016-09-30,2016Q3,27.6,180003259.7180344,4968089968218
27,2016-12-30,2016Q4,20.0,233999200.17063028,4679984003413
28,2017-03-31,2017Q1,25.35,234004811.9671531,5932021983367
29,2017-06-30,2017Q2,27.85,234001010.15202788,6516928132734
30,2017-09-29,2017Q3,24.0,234001757.4692443,5616042179262
31,2017-12-29,2017Q4,27.4,335994035.0306383,9206236559839
32,2018-03-30,2018Q1,36.25,387831027.0786115,14058874731600
33,2018-06-29,2018Q2,31.0,387821839.77699673,12022477033087
34,2018-09-28,2018Q3,34.0,387837589.1279176,13186478030349
35,2018-12-28,2018Q4,33.0,414013679.7264055,13662451430971
36,2019-03-29,2019Q1,31.7,414022764.90066224,13124521647351
37,2019-06-28,2019Q2,24.4,538247414.6035726,13133236916327
38,2019-09-30,2019Q3,25.5,544433778.3110844,13883061346933
39,2019-12-31,2019Q4,26.9,544426481.0342379,14645072339821
40,2020-03-31,2020Q1,18.5,544428800.2228258,10071932804122
41,2020-06-30,2020Q2,23.2,544435064.0011506,12630893484827
42,2020-09-30,2020Q3,24.25,558794523.5015093,13550767194912
43,2020-12-31,2020Q4,29.3,558788752.6542914,16372510452771
44,2021-03-31,2021Q1,30.45,558821807.9775506,17016124052916
45,2021-06-30,2021Q2,37.55,623067868.4286125,23396198459494
46,2021-09-30,2021Q3,41.6,642927864.1222376,26745799147485
47,2021-12-31,2021Q4,51.0,642955085.8652576,32790709379128
48,2022-03-31,2022Q1,52.8,642928728.0701754,33946636842105
49,2022-06-30,2022Q2,38.9,642923738.8892034,25009733442790
