,timestamp,delta_volume,date,note
0,1365008400,,2013-04-04,Đưa cổ phiếu vào diện cảnh báo
1,1396803600,,2014-04-07,Đưa cổ phiếu vào diện kiểm soát
2,1431277200,,2015-05-11,Đưa cổ phiếu vào diện cảnh báo
3,1433437200,,2015-06-05,Đưa cổ phiếu vào diện kiểm soát
4,1433437200,,2015-06-05,Đưa cổ phiếu ra khỏi diện kiểm soát
5,1435770000,,2015-07-02,Đưa cổ phiếu vào diện cảnh báo
6,1490115600,,2017-03-22,Đưa cổ phiếu vào diện cảnh báo
7,1524157200,,2018-04-20,Đưa cổ phiếu ra khỏi diện cảnh báo
8,1555606800,16000000.0,2019-04-19,"Niêm yết cổ phiếu bổ sung - 16,000,000 CP"
9,1557939600,16000000.0,2019-05-16,"Giao dịch bổ sung - 16,000,000 CP"
10,1607965200,7199974.0,2020-12-15,"Niêm yết cổ phiếu bổ sung - 7,199,974 CP"
11,1609088400,7199974.0,2020-12-28,"Giao dịch bổ sung - 7,199,974 CP"
12,1618333200,18000000.0,2021-04-14,"Niêm yết cổ phiếu bổ sung - 18,000,000 CP"
13,1643130000,18000000.0,2022-01-26,"Giao dịch bổ sung - 18,000,000 CP"
14,1664816400,,2022-10-04,Đưa cổ phiếu vào diện cảnh báo
15,1665507600,,2022-10-12,Đưa cổ phiếu vào diện kiểm soát
