,quarter,roa
0,2006Q4,5.7
1,2007Q1,1.99
2,2007Q2,2.78
3,2007Q3,3.2
4,2007Q4,3.7
5,2008Q1,1.77
6,2008Q2,2.4
7,2008Q3,4.09
8,2008Q4,3.28
9,2009Q1,2.97
10,2009Q2,3.34
11,2009Q3,5.87
12,2009Q4,2.02
13,2010Q1,2.97
14,2010Q2,3.03
15,2010Q3,3.21
16,2010Q4,3.86
17,2011Q1,3.27
18,2011Q2,4.81
19,2011Q3,2.43
20,2011Q4,1.39
21,2012Q1,1.93
22,2012Q2,4.8
23,2012Q3,5.11
24,2012Q4,5.15
25,2013Q1,3.53
26,2013Q2,3.6
27,2013Q3,3.14
28,2013Q4,2.91
29,2014Q1,3.01
30,2014Q2,5.06
31,2014Q3,2.66
32,2014Q4,0.73
33,2015Q1,2.71
34,2015Q2,3.71
35,2015Q3,2.57
36,2015Q4,1.97
37,2016Q1,3.03
38,2016Q2,3.67
39,2016Q3,2.87
40,2016Q4,2.23
41,2017Q1,3.56
42,2017Q2,2.75
43,2017Q3,2.0
44,2017Q4,1.59
45,2018Q1,3.65
46,2018Q2,2.33
47,2018Q3,2.06
48,2018Q4,2.78
49,2019Q1,3.39
50,2019Q2,2.57
51,2019Q3,1.78
52,2019Q4,2.04
53,2020Q1,3.58
54,2020Q2,2.38
55,2020Q3,1.95
56,2020Q4,8.72
57,2021Q1,3.29
58,2021Q2,2.6
59,2021Q3,0.64
60,2021Q4,10.91
61,2022Q1,3.23
62,2022Q2,2.31
