,date,quarter,price,shares_est,lev,market_cap
0,2009-12-31,2009Q4,24.0,2000000.0,0.5081007541879943,48000000000
1,2010-03-31,2010Q1,27.5,2000000.0,0.5120927296313615,55000000000
2,2010-06-30,2010Q2,39.3,2000065.75486586,0.614769869870439,78602584166
3,2010-09-30,2010Q3,32.0,2000000.0,0.5826150943158647,64000000000
4,2010-12-31,2010Q4,19.3,4371652.395700492,0.5015112591635462,84372891237
5,2011-03-31,2011Q1,17.3,4371539.411038618,0.2981825345631506,75627631811
6,2011-06-30,2011Q2,18.6,4371493.340889771,0.2358749094231927,81309776141
7,2011-09-30,2011Q3,16.4,4371626.367011136,0.2705783833501568,71694672419
8,2011-12-30,2011Q4,14.7,4371626.367011136,0.2705783833501568,64262907595
9,2012-03-30,2012Q1,9.0,4371695.331695331,0.4456449889003752,39345257985
10,2012-06-29,2012Q2,7.3,4371862.410907964,0.1769441655106826,31914595600
11,2012-09-28,2012Q3,7.8,4371455.282019321,0.3574918263536012,34097351200
12,2012-12-28,2012Q4,9.2,3976385.187907746,0.6773219348207324,36582743729
13,2013-03-29,2013Q1,9.3,3976186.0808565626,0.7251352615669487,36978530552
14,2013-06-28,2013Q2,11.2,3976186.0978300846,0.7084324954427114,44533284296
15,2013-08-13,2013Q3,11.2,3976329.172445677,0.7532263296786789,44534886731
16,2013-12-31,2013Q4,11.2,3976190.476190476,0.7613179809657096,44533333333
17,2014-03-31,2014Q1,7.4,3976298.064626141,0.7223945052565491,29424605678
18,2014-06-30,2014Q2,7.0,3976262.8336755647,0.675250880948462,27833839836
19,2014-09-30,2014Q3,7.0,3976377.302387049,0.6876390889897089,27834641117
20,2014-12-31,2014Q4,7.9,3976411.9039567127,0.666139011143566,31413654041
21,2015-03-31,2015Q1,7.6,3976198.45792826,0.7179226450374706,30219108280
22,2015-06-30,2015Q2,5.9,3976310.647997395,0.7048337248851319,23460232823
23,2015-09-30,2015Q3,6.0,3976472.510415816,0.7397186252307667,23858835062
24,2015-12-31,2015Q4,5.6,4513018.495241515,0.7142377928445021,25272903573
25,2016-03-31,2016Q1,5.2,4513019.486118296,0.7098542635499406,23467701328
26,2016-06-30,2016Q2,7.1,4513186.72401201,0.6763595060876982,32043625740
27,2016-09-30,2016Q3,5.7,4513007.0372420335,0.6440980193047452,25724140112
28,2016-12-30,2016Q4,7.0,4513018.495241515,0.7142377928445021,31591129467
29,2017-03-31,2017Q1,6.3,4513018.495241515,0.605543906357076,28432016520
30,2017-06-30,2017Q2,6.5,4807750.644623085,0.6592765739047803,31250379190
31,2017-09-29,2017Q3,5.9,5146294.359056892,0.6804474990109203,30363136718
32,2017-12-29,2017Q4,8.6,5288601.121741999,0.6478564567180916,45481969647
33,2018-03-30,2018Q1,6.7,5288832.913518052,0.6836218033510714,35435180521
34,2018-06-29,2018Q2,5.5,5288553.971486762,0.6941729016089505,29087046843
35,2018-09-28,2018Q3,4.6,5288679.559853285,0.7017759067493236,24327925975
36,2018-12-28,2018Q4,6.1,5288736.468060491,0.7080164393507989,32261292455
37,2019-03-29,2019Q1,5.6,5288819.627587309,0.7121156065543068,29617389914
38,2019-06-28,2019Q2,4.7,5288451.48928758,0.7270810921471831,24855722000
39,2019-09-30,2019Q3,5.1,5288695.800323707,0.7357351701744973,26972348582
40,2019-12-31,2019Q4,5.1,5288772.675273738,0.7329925838851175,26972740644
41,2020-03-31,2020Q1,5.1,5288600.994051984,0.7305891503034627,26971865070
42,2020-06-30,2020Q2,4.6,5288595.594386095,0.7484727088539697,24327539734
43,2020-09-30,2020Q3,3.2,5288635.201908332,0.7818594523053102,16923632646
44,2020-12-31,2020Q4,3.7,5288680.678652824,0.739695633385699,19568118511
45,2021-03-31,2021Q1,4.0,5288674.496644296,0.7385405921789849,21154697987
46,2021-06-30,2021Q2,4.7,5288614.540466392,0.7407262912318929,24856488340
47,2021-09-30,2021Q3,4.8,5288751.840942563,0.774556423576067,25386008837
48,2021-12-31,2021Q4,7.6,5288772.213247173,0.8292758147075469,40194668821
49,2022-03-31,2022Q1,9.2,5288989.290495315,0.842538156896207,48658701473
50,2022-06-30,2022Q2,9.0,5288586.906620145,0.8012566566329787,47597282160
