,quarter,roa
0,2017Q1,0.0
1,2017Q2,0.0
2,2017Q3,3.02
3,2017Q4,2.91
4,2018Q1,2.86
5,2018Q2,1.92
6,2018Q3,1.8
7,2018Q4,0.68
8,2019Q1,0.76
9,2019Q2,0.41
10,2019Q3,0.67
11,2019Q4,1.38
12,2020Q1,0.96
13,2020Q2,0.76
14,2020Q3,1.57
15,2020Q4,0.48
16,2021Q1,0.22
17,2021Q2,1.05
18,2021Q3,0.41
19,2021Q4,0.97
20,2022Q1,1.08
21,2022Q2,0.46
