,quarter,price,price_diff,price_diff_perc
1,2012Q4,2.6,-2.9,-52.72727272727273
2,2013Q1,2.2,-0.3999999999999999,-15.384615384615381
3,2013Q2,2.5,0.2999999999999998,13.636363636363628
4,2013Q3,1.6,-0.8999999999999999,-35.99999999999999
5,2013Q4,2.7,1.1,68.75
6,2014Q1,6.5,3.8,140.74074074074073
7,2014Q2,6.0,-0.5,-7.6923076923076925
8,2014Q3,6.9,0.9000000000000004,15.000000000000005
9,2014Q4,7.4,0.5,7.246376811594202
10,2015Q1,9.5,2.0999999999999996,28.378378378378372
11,2015Q2,8.7,-0.8000000000000007,-8.421052631578954
12,2015Q3,8.5,-0.1999999999999993,-2.2988505747126355
13,2015Q4,9.4,0.9000000000000004,10.58823529411765
14,2016Q1,10.6,1.1999999999999993,12.765957446808503
15,2016Q2,10.5,-0.09999999999999964,-0.943396226415091
16,2016Q3,10.6,0.09999999999999964,0.952380952380949
17,2016Q4,11.1,0.5,4.716981132075472
18,2017Q1,12.3,1.200000000000001,10.810810810810821
19,2017Q2,12.2,-0.10000000000000142,-0.8130081300813123
20,2017Q3,13.6,1.4000000000000004,11.475409836065577
21,2017Q4,11.8,-1.799999999999999,-13.23529411764705
22,2018Q1,10.5,-1.3000000000000007,-11.016949152542377
23,2018Q2,7.2,-3.3,-31.428571428571427
24,2018Q3,5.5,-1.7000000000000002,-23.611111111111114
25,2018Q4,9.1,3.5999999999999996,65.45454545454544
26,2019Q1,9.1,0.0,0.0
27,2019Q2,9.1,0.0,0.0
28,2019Q3,9.0,-0.09999999999999964,-1.098901098901095
29,2019Q4,9.0,0.0,0.0
30,2020Q1,9.0,0.0,0.0
31,2020Q2,9.0,0.0,0.0
32,2020Q3,9.0,0.0,0.0
33,2020Q4,5.0,-4.0,-44.44444444444444
34,2021Q1,7.5,2.5,50.0
35,2021Q2,7.2,-0.2999999999999998,-3.999999999999998
36,2021Q3,9.2,1.9999999999999991,27.777777777777764
37,2021Q4,10.6,1.4000000000000004,15.21739130434783
38,2022Q1,9.8,-0.7999999999999989,-7.547169811320744
39,2022Q2,6.9,-2.9000000000000004,-29.59183673469388
