,date,quarter,price,shares_est,market_cap
0,2012-09-28,2012Q3,5.5,1799942.5397433443,9899683969
1,2012-12-28,2012Q4,2.6,1800038.714672861,4680100658
2,2013-03-29,2013Q1,2.2,1799955.4962171784,3959902092
3,2013-06-28,2013Q2,2.5,1800021.7249619814,4500054312
4,2013-09-25,2013Q3,1.6,1799913.7559292798,2879862009
5,2013-12-31,2013Q4,2.7,1800077.7151738878,4860209831
6,2014-03-31,2014Q1,6.5,1800018.698578908,11700121541
7,2014-06-30,2014Q2,6.0,1799962.0960864208,10799772577
8,2014-09-30,2014Q3,6.9,1800055.565845527,12420383404
9,2014-12-31,2014Q4,7.4,1800000.0,13320000000
10,2015-03-31,2015Q1,9.5,1799934.107569393,17099374022
11,2015-06-30,2015Q2,8.7,1800037.7465320374,15660328395
12,2015-09-30,2015Q3,8.5,1799927.9668647577,15299387718
13,2015-12-31,2015Q4,9.4,1800032.515038205,16920305641
14,2016-03-31,2016Q1,10.6,1800082.135523614,19080870637
15,2016-06-30,2016Q2,10.5,1800037.4637070338,18900393369
16,2016-09-30,2016Q3,10.6,1799981.7000640498,19079806021
17,2016-12-30,2016Q4,11.1,1799949.5883044866,19979440430
18,2017-03-31,2017Q1,12.3,1800016.7630542284,22140206186
19,2017-06-30,2017Q2,12.2,1799944.8630766403,21959327330
20,2017-09-29,2017Q3,13.6,1799944.9389740296,24479251170
21,2017-12-29,2017Q4,11.8,1799963.629750864,21239570831
22,2018-03-30,2018Q1,10.5,1799980.7117369082,18899797473
23,2018-06-29,2018Q2,7.2,1800044.4099034085,12960319751
24,2018-09-28,2018Q3,5.5,1800000.0,9900000000
25,2018-12-28,2018Q4,9.1,1800000.0,16380000000
26,2019-03-29,2019Q1,9.1,1800089.8472596586,16380817610
27,2019-06-28,2019Q2,9.1,1799969.874981172,16379725862
28,2019-09-30,2019Q3,9.0,1799940.5027517478,16199464525
29,2019-12-31,2019Q4,9.0,1800054.7795124624,16200493016
30,2020-03-31,2020Q1,9.0,1800087.61682243,16200788551
31,2020-06-30,2020Q2,9.0,1799911.1374407583,16199200237
32,2020-09-30,2020Q3,9.0,1799865.4104979811,16198788694
33,2020-12-31,2020Q4,5.0,1800019.2566917003,9000096283
34,2021-03-31,2021Q1,7.5,1799923.4523012151,13499425892
35,2021-06-30,2021Q2,7.2,1799980.9686935009,12959862975
36,2021-09-30,2021Q3,9.2,1800000.0,16560000000
37,2021-12-31,2021Q4,10.6,1800018.620240201,19080197375
38,2022-03-31,2022Q1,9.8,1800101.5228426396,17640994924
39,2022-06-30,2022Q2,6.9,1800064.773831372,12420446939
