,quarter,roa
0,2010Q1,1.03
1,2010Q2,4.67
2,2010Q3,2.4
3,2010Q4,0.02
4,2011Q1,0.23
5,2011Q2,0.02
6,2011Q3,0.07
7,2011Q4,0.26
8,2012Q1,0.08
9,2012Q2,0.12
10,2012Q3,-0.7
11,2012Q4,-3.21
12,2013Q1,0.1
13,2013Q2,0.03
14,2013Q3,0.04
15,2013Q4,-0.69
16,2014Q1,0.12
17,2014Q2,0.31
18,2014Q3,0.62
19,2014Q4,2.39
20,2015Q1,0.09
21,2015Q2,0.65
22,2015Q3,2.06
23,2015Q4,1.59
24,2016Q1,0.79
25,2016Q2,1.96
26,2016Q3,0.31
27,2016Q4,4.95
28,2017Q1,1.58
29,2017Q2,2.67
30,2017Q3,2.1
31,2017Q4,1.78
32,2018Q1,0.93
33,2018Q2,0.44
34,2018Q3,0.34
35,2018Q4,1.9
36,2019Q1,0.31
37,2019Q2,0.67
38,2019Q3,0.16
39,2019Q4,1.31
40,2020Q1,0.35
41,2020Q2,0.86
42,2020Q3,0.33
43,2020Q4,0.47
44,2021Q1,0.25
45,2021Q2,-0.07
46,2021Q3,0.06
47,2021Q4,0.3
48,2022Q1,0.59
49,2022Q2,0.05
