,date,quarter,price,shares_est,market_cap
0,2010-09-30,2010Q3,16.0,14989709.864603482,239835357834
1,2010-12-31,2010Q4,11.6,18400351.258676924,213444074601
2,2011-03-31,2011Q1,7.5,18399597.551773287,137996981638
3,2011-06-30,2011Q2,5.5,18399013.37634001,101194573570
4,2011-09-30,2011Q3,5.3,18398896.18422305,97514149776
5,2011-12-30,2011Q4,3.0,18398974.55374098,55196923661
6,2012-03-30,2012Q1,3.9,18399276.70804418,71757179161
7,2012-06-29,2012Q2,3.7,18399117.56595275,68076734994
8,2012-09-28,2012Q3,2.5,18400557.36182072,46001393405
9,2012-12-28,2012Q4,2.5,18399806.389157794,45999515973
10,2013-03-29,2013Q1,2.1,18400166.99718192,38640350694
11,2013-06-28,2013Q2,1.6,18400312.989045385,29440500782
12,2013-09-30,2013Q3,2.2,18399708.09007506,40479357798
13,2013-12-31,2013Q4,2.3,18399335.13401205,42318470808
14,2014-03-31,2014Q1,4.9,18399361.022364218,90156869010
15,2014-06-30,2014Q2,3.4,18400343.64261168,62561168385
16,2014-09-30,2014Q3,4.1,18399678.51739788,75438681921
17,2014-12-31,2014Q4,5.8,18399106.41013951,106714817179
18,2015-03-31,2015Q1,5.9,18399818.758495696,108558930675
19,2015-06-30,2015Q2,6.4,18399519.18796189,117756922803
20,2015-09-30,2015Q3,7.0,18400222.77439808,128801559421
21,2015-12-31,2015Q4,20.2,18399531.929120697,371670544968
22,2016-03-31,2016Q1,31.5,18400379.6632552,579611959393
23,2016-06-30,2016Q2,60.0,48998879.79319259,2939932787592
24,2016-09-30,2016Q3,22.7,49000257.135510415,1112305836976
25,2016-12-30,2016Q4,26.0,48998958.416793525,1273972918837
26,2017-03-31,2017Q1,25.0,48999460.08484381,1224986502121
27,2017-06-30,2017Q2,29.5,48998346.98324442,1445451236006
28,2017-09-29,2017Q3,23.15,49000366.21987841,1134358477990
29,2017-12-29,2017Q4,19.25,48999361.02236421,943237699681
30,2018-03-30,2018Q1,18.7,49001605.58464223,916330024433
31,2018-06-29,2018Q2,17.8,49001113.89585074,872219827346
32,2018-09-28,2018Q3,14.75,60998667.33300017,899730343162
33,2018-12-28,2018Q4,10.2,60998181.24308082,622181448679
34,2019-03-29,2019Q1,9.5,61001017.2143975,579509663537
35,2019-06-28,2019Q2,7.5,60990827.11442786,457431203358
36,2019-09-30,2019Q3,7.02,60989776.95167286,428148234201
37,2019-12-31,2019Q4,3.98,60426470.5882353,240497352941
38,2020-03-31,2020Q1,3.05,60426968.77998376,184302254779
39,2020-06-30,2020Q2,6.87,61000147.11290916,419071010666
40,2020-09-30,2020Q3,6.9,60353212.663157135,416437167376
41,2020-12-31,2020Q4,10.65,60354820.34863038,642778836713
42,2021-03-31,2021Q1,11.95,60354253.148526,721233325125
43,2021-06-30,2021Q2,10.45,60354094.16944819,630700284071
44,2021-09-30,2021Q3,15.9,60355517.75462471,959652732299
45,2021-12-31,2021Q4,28.2,60354052.53546847,1701984281500
46,2022-03-31,2022Q1,19.8,60353982.9106946,1195008861632
47,2022-06-30,2022Q2,8.29,123711951.12638412,1025572074838
