,timestamp,delta_volume,date,note
0,1488819600,74490339.0,2017-03-07,"Niêm yết cổ phiếu lần đầu - 74,490,339 CP"
1,1490029200,74490339.0,2017-03-21,"Giao dịch lần đầu - 74,490,339 CP"
2,1499792400,14897985.0,2017-07-12,"Niêm yết cổ phiếu bổ sung - 14,897,985 CP"
3,1500570000,14897985.0,2017-07-21,"Giao dịch bổ sung - 14,897,985 CP"
4,1510592400,7702951.0,2017-11-14,"Niêm yết cổ phiếu bổ sung - 7,702,951 CP"
5,1540832400,97091275.0,2018-10-30,"Niêm yết cổ phiếu bổ sung - 97,091,275 CP"
6,1541955600,97091275.0,2018-11-12,"Giao dịch bổ sung - 97,091,275 CP"
7,1561914000,9709127.0,2019-07-01,"Niêm yết cổ phiếu bổ sung - 9,709,127 CP"
8,1562864400,9709127.0,2019-07-12,"Giao dịch bổ sung - 9,709,127 CP"
9,1566925200,203891677.0,2019-08-28,"Niêm yết cổ phiếu lần đầu - 203,891,677 CP"
10,1568048400,,2019-09-10,Giao dịch trở lại sàn HOSE
11,1568048400,,2019-09-10,Hủy niêm yết cổ phiếu
12,1568826000,203891677.0,2019-09-19,"Giao dịch lần đầu - 203,891,677 CP"
13,1604941200,16310592.0,2020-11-10,"Niêm yết cổ phiếu bổ sung - 16,310,592 CP"
14,1605459600,16310592.0,2020-11-16,"Giao dịch bổ sung - 16,310,592 CP"
15,1605546000,50972919.0,2020-11-17,"Niêm yết cổ phiếu bổ sung - 50,972,919 CP"
16,1606150800,50742543.0,2020-11-24,"Giao dịch bổ sung - 50,742,543 CP"
17,1635699600,230376.0,2021-11-01,"Giao dịch bổ sung - 230,376 CP"
18,1635872400,32540338.0,2021-11-03,"Niêm yết cổ phiếu bổ sung - 32,540,338 CP"
19,1636477200,26909601.0,2021-11-10,"Giao dịch bổ sung - 26,909,601 CP"
20,1657731600,18221376.0,2022-07-14,"Niêm yết cổ phiếu bổ sung - 18,221,376 CP"
21,1658336400,18221376.0,2022-07-21,"Giao dịch bổ sung - 18,221,376 CP"
22,1667149200,5630737.0,2022-10-31,"Giao dịch bổ sung - 5,630,737 CP"
