,quarter,owner_equity,bvps,shares_est,shares_est_diff,shares_est_diff_perc
0,2008Q1,26707.0,10683.0,2499953.1966676028,,
1,2008Q2,27835.0,11134.0,2500000.0,46.803332397248596,0.0018721332958899438
2,2008Q3,28549.0,11420.0,2499912.4343257444,-87.56567425560206,-0.00350274965847832
3,2008Q4,27005.0,10802.0,2500000.0,87.56567425560206,0.0035026269702240825
4,2009Q1,27575.0,11030.0,2500000.0,0.0,0.0
5,2009Q2,29044.0,11617.0,2500129.1211156063,129.12111560627818,0.0051645778818280325
6,2009Q3,29994.0,11998.0,2499916.6527754627,-212.46834014356136,-0.008499016953532203
7,2009Q4,29624.0,11850.0,2499915.611814346,-1.040961116552353,-4.163985022665873e-05
8,2010Q1,29678.0,11871.0,2500042.1194507624,126.5076364162378,0.005060220203171234
9,2010Q2,30608.0,12243.0,2500040.8396634813,-1.279787281062454,-5.119065499884874e-05
10,2010Q3,31309.0,12524.0,2499920.153305653,-120.6863578283228,-0.0048276085005650605
11,2010Q4,29867.0,11947.0,2499958.1484891605,37.9951835074462,0.0015198327832171283
12,2011Q1,31866.0,11522.0,2765665.6830411386,265707.5345519781,9.607362747467182
13,2011Q2,32540.0,11765.0,2765830.854228644,165.17118750559166,0.0059718470221367115
14,2011Q3,32589.0,11783.0,2765764.236612068,-66.61761657614261,-0.002408651312150383
15,2011Q4,32534.0,11097.0,2931783.3648733892,166019.12826132122,5.662735188774456
16,2012Q1,32895.0,11221.0,2931556.9022368775,-226.46263651177287,-0.0077249954227043725
17,2012Q2,34813.0,11874.0,2931867.946774465,311.044537587557,0.010609090969794767
18,2012Q3,36017.0,12285.0,2931786.7317867316,-81.21498773340136,-0.0027701533284416684
19,2012Q4,37791.0,12890.0,2931807.602792863,20.87100613117218,0.0007118818476113609
20,2013Q1,36777.0,12544.0,2931839.923469388,32.32067652512342,0.0011024024970257174
21,2013Q2,39588.0,13503.0,2931792.934903355,-46.988566033076495,-0.0016027245810463573
22,2013Q3,39634.0,12876.0,3078129.853991923,146336.91908856807,4.754085306011007
23,2013Q4,42009.0,13647.0,3078258.95801275,129.1040208269842,0.004194059778204321
24,2014Q1,40956.0,13305.0,3078241.2626832016,-17.69532954832539,-0.0005748519377880392
25,2014Q2,43415.0,14104.0,3078204.7646057857,-36.49807741586119,-0.001185693617121516
26,2014Q3,46669.0,15161.0,3078227.0298792957,22.265273510012776,0.0007233148592969715
27,2014Q4,46647.0,15154.0,3078197.1756631914,-29.854216104373336,-0.000969860421561244
28,2015Q1,57249.0,14307.0,4001467.8129586917,923270.6372955004,23.073299110528957
29,2015Q2,59832.0,13351.0,4481462.062766834,479994.2498081424,10.71066190197304
30,2015Q3,62967.0,14050.0,4481637.010676157,174.94790932256728,0.0039036608477171697
31,2015Q4,66960.0,14941.0,4481627.735760659,-9.274915497750044,-0.00020695417032838022
32,2016Q1,66071.0,14743.0,4481516.651970427,-111.08379023242742,-0.0024787097507176785
33,2016Q2,69936.0,15605.0,4481640.499839795,123.84786936827004,0.0027634494416207017
34,2016Q3,65973.0,14721.0,4481556.95944569,-83.54039410501719,-0.0018640931011473755
35,2016Q4,82779.0,15140.0,5467569.352708058,986012.3932623686,18.033834226062478
36,2017Q1,80690.0,14758.0,5467543.027510502,-26.325197556056082,-0.0004814813056540782
37,2017Q2,83440.0,15261.0,5467531.61653889,-11.410971612669528,-0.000208704263879374
38,2017Q3,86209.0,15768.0,5467338.914256723,-192.7022821670398,-0.003524608318400496
39,2017Q4,84786.0,15507.0,5467595.279551171,256.36529444810003,0.004688812564582227
40,2018Q1,83685.0,15306.0,5467463.739709917,-131.53984125331044,-0.0024058658185136758
41,2018Q2,86820.0,15879.0,5467598.715284338,134.97557442076504,0.002468644490010744
42,2018Q3,90848.0,16616.0,5467501.203659124,-97.51162521447986,-0.00178347697754909
43,2018Q4,86953.0,15904.0,5467366.700201207,-134.50345791690052,-0.0024601140785371245
44,2019Q1,75321.0,13776.0,5467552.264808362,185.5646071555093,0.0033939247064886232
45,2019Q2,67119.0,12276.0,5467497.556207234,-54.708601128309965,-0.0010006150083450784
46,2019Q3,68410.0,12512.0,5467551.150895141,53.59468790702522,0.000980232034925741
47,2019Q4,73603.0,13462.0,5467463.972663795,-87.17823134642094,-0.001594491189741612
48,2020Q1,69148.0,12647.0,5467541.709496323,77.73683252837509,0.0014217876453207032
49,2020Q2,66624.0,12186.0,5467257.508616445,-284.2008798783645,-0.0051982347535388905
50,2020Q3,63171.0,11554.0,5467457.157694305,199.6490778606385,0.0036515892507666763
51,2020Q4,69196.0,12656.0,5467446.270543615,-10.887150689959526,-0.000199126797982727
52,2021Q1,66269.0,12121.0,5467288.177543107,-158.09300050791353,-0.002891616380443978
53,2021Q2,64492.0,11796.0,5467277.0430654455,-11.134477661922574,-0.00020365673029218925
54,2021Q3,65095.0,11906.0,5467411.3892155215,134.34615007601678,0.0024572167797911604
55,2021Q4,70906.0,12969.0,5467345.207803223,-66.18141229823232,-0.0012104853412909695
56,2022Q1,70922.0,12972.0,5467314.215232809,-30.992570414207876,-0.0005668701156384544
57,2022Q2,65592.0,11997.0,5467366.841710428,52.626477618701756,0.0009625561836680768
