,quarter,roa
0,2008Q1,0.0
1,2008Q3,0.0
2,2008Q4,-9.8
3,2009Q1,2.51
4,2009Q2,5.39
5,2009Q3,4.41
6,2009Q4,3.66
7,2010Q1,3.26
8,2010Q2,4.33
9,2010Q3,2.33
10,2010Q4,2.78
11,2011Q1,4.54
12,2011Q2,5.79
13,2011Q3,4.92
14,2011Q4,3.54
15,2012Q1,2.16
16,2012Q2,0.9
17,2012Q3,0.49
18,2012Q4,0.67
19,2013Q1,0.42
20,2013Q2,0.61
21,2013Q3,0.67
22,2013Q4,1.36
23,2014Q1,0.64
24,2014Q2,1.76
25,2014Q3,0.09
26,2014Q4,0.09
27,2015Q1,0.21
28,2015Q2,0.1
29,2015Q3,0.26
30,2015Q4,0.27
31,2016Q1,0.17
32,2016Q2,0.25
33,2016Q3,0.3
34,2016Q4,0.14
35,2017Q1,0.19
36,2017Q2,0.33
37,2017Q3,-1.68
38,2017Q4,1.57
39,2018Q1,1.08
40,2018Q2,1.45
41,2018Q3,0.94
42,2018Q4,0.19
43,2019Q1,1.35
44,2019Q2,1.56
45,2019Q3,0.26
46,2019Q4,0.35
47,2020Q1,0.3
48,2020Q2,-0.27
49,2020Q3,-2.01
50,2020Q4,-3.52
51,2021Q1,-0.53
52,2021Q2,-1.54
53,2021Q3,0.07
54,2021Q4,2.16
55,2022Q1,1.03
56,2022Q2,4.17
57,2022Q3,1.21
