,quarter,price,price_diff,price_diff_perc
1,2009Q4,57.0,1.0,1.7857142857142858
2,2010Q1,53.0,-4.0,-7.017543859649122
3,2010Q2,56.5,3.5,6.60377358490566
4,2010Q3,49.4,-7.100000000000001,-12.566371681415932
5,2010Q4,39.5,-9.899999999999999,-20.04048582995951
6,2011Q1,28.5,-11.0,-27.848101265822784
7,2011Q2,19.2,-9.3,-32.631578947368425
8,2011Q3,18.5,-0.6999999999999993,-3.64583333333333
9,2011Q4,15.9,-2.5999999999999996,-14.05405405405405
10,2012Q1,18.0,2.0999999999999996,13.207547169811319
11,2012Q2,18.9,0.8999999999999986,4.999999999999992
12,2012Q3,18.4,-0.5,-2.6455026455026456
13,2012Q4,16.8,-1.5999999999999979,-8.695652173913032
14,2013Q1,17.2,0.3999999999999986,2.3809523809523725
15,2013Q2,17.2,0.0,0.0
16,2013Q3,17.7,0.5,2.906976744186047
17,2013Q4,20.8,3.1000000000000014,17.51412429378532
18,2014Q1,25.2,4.399999999999999,21.153846153846146
19,2014Q2,23.9,-1.3000000000000007,-5.158730158730161
20,2014Q3,33.3,9.399999999999999,39.33054393305439
21,2014Q4,32.7,-0.5999999999999943,-1.801801801801785
22,2015Q1,31.8,-0.9000000000000021,-2.7522935779816575
23,2015Q2,31.5,-0.3000000000000007,-0.9433962264150966
24,2015Q3,30.5,-1.0,-3.1746031746031744
25,2015Q4,32.5,2.0,6.557377049180328
26,2016Q1,31.7,-0.8000000000000007,-2.461538461538464
27,2016Q2,34.0,2.3000000000000007,7.255520504731863
28,2016Q3,47.2,13.200000000000003,38.82352941176471
29,2016Q4,36.3,-10.900000000000006,-23.09322033898306
30,2017Q1,42.0,5.700000000000003,15.702479338842982
31,2017Q2,39.2,-2.799999999999997,-6.66666666666666
32,2017Q3,54.0,14.799999999999997,37.75510204081632
33,2017Q4,64.0,10.0,18.51851851851852
34,2018Q1,77.8,13.799999999999997,21.562499999999996
35,2018Q2,68.6,-9.200000000000003,-11.82519280205656
36,2018Q3,67.4,-1.1999999999999886,-1.7492711370262226
37,2018Q4,68.7,1.2999999999999972,1.928783382789313
38,2019Q1,98.5,29.799999999999997,43.377001455604066
39,2019Q2,138.0,39.5,40.101522842639596
40,2019Q3,70.0,-68.0,-49.27536231884058
41,2019Q4,79.0,9.0,12.857142857142858
42,2020Q1,41.8,-37.2,-47.08860759493671
43,2020Q2,53.1,11.300000000000004,27.03349282296652
44,2020Q3,73.0,19.9,37.47645951035781
45,2020Q4,62.2,-10.799999999999997,-14.794520547945202
46,2021Q1,58.0,-4.200000000000003,-6.752411575562705
47,2021Q2,53.7,-4.299999999999997,-7.413793103448271
48,2021Q3,53.0,-0.7000000000000028,-1.3035381750465602
49,2021Q4,59.7,6.700000000000003,12.641509433962268
50,2022Q1,62.9,3.1999999999999957,5.360134003350076
51,2022Q2,41.5,-21.4,-34.02225755166932
