,date,quarter,price,shares_est,market_cap
0,2009-09-30,2009Q3,23.8,11457431.66287016,272686873576
1,2009-12-31,2009Q4,17.9,11459711.792165618,205128841080
2,2010-03-31,2010Q1,21.2,11518319.669157658,244188376986
3,2010-06-30,2010Q2,19.4,11517535.812574975,223440194764
4,2010-09-30,2010Q3,16.4,11499621.238206737,188593788307
5,2010-12-31,2010Q4,16.0,11500274.95188342,184004399230
6,2011-03-31,2011Q1,11.2,11500312.651983604,128803501702
7,2011-06-30,2011Q2,9.3,11499867.654843831,106948769190
8,2011-09-30,2011Q3,9.3,11499840.71360306,106948518637
9,2011-12-30,2011Q4,8.6,11499617.737003058,98896712538
10,2012-03-30,2012Q1,10.3,11499733.830183657,118447258451
11,2012-06-29,2012Q2,10.3,11499777.36785192,118447706889
12,2012-09-28,2012Q3,9.5,11500208.221785948,109251978107
13,2012-12-28,2012Q4,12.1,11499712.346105166,139146519388
14,2013-03-29,2013Q1,14.4,11499887.526712406,165598380385
15,2013-06-28,2013Q2,16.0,11499793.009639837,183996688154
16,2013-09-30,2013Q3,14.7,11513309.541917743,169245650266
17,2013-12-31,2013Q4,15.9,11485725.308641976,182623032407
18,2014-03-31,2014Q1,14.7,11495870.89113186,168989302100
19,2014-06-30,2014Q2,15.6,14273686.904228777,222669515706
20,2014-09-30,2014Q3,18.3,14281594.25671494,261353174898
21,2014-12-31,2014Q4,17.3,14265442.890442893,246792162005
22,2015-03-31,2015Q1,18.7,14265812.29630448,266770689941
23,2015-06-30,2015Q2,21.5,14265437.583296312,306706908041
24,2015-09-30,2015Q3,27.4,15692173.723740067,429965560030
25,2015-12-31,2015Q4,29.0,15691821.29159324,455062817456
26,2016-03-31,2016Q1,31.0,18133912.945294417,562151301304
27,2016-06-30,2016Q2,32.0,18131211.432283208,580198765833
28,2016-09-30,2016Q3,24.6,18149766.15099964,446484247315
29,2016-12-30,2016Q4,24.9,22846400.684565198,568875377046
30,2017-03-31,2017Q1,14.45,28282605.913221557,408683655446
31,2017-06-30,2017Q2,17.9,28282499.355171524,506256738458
32,2017-09-29,2017Q3,21.3,28282499.355171524,602417236265
33,2017-12-29,2017Q4,17.9,28286424.98276032,506327007191
34,2018-03-30,2018Q1,20.7,28251090.91842497,584797582011
35,2018-06-29,2018Q2,13.0,28250090.81945093,367251180653
36,2018-09-28,2018Q3,15.2,28284187.03617209,429919642950
37,2018-12-28,2018Q4,11.6,33927029.74024344,393553544987
38,2019-03-29,2019Q1,9.3,33927096.89417891,315522001116
39,2019-06-28,2019Q2,9.1,33942551.42322876,308877217951
40,2019-09-30,2019Q3,8.99,33942910.07073089,305146761536
41,2019-12-31,2019Q4,8.05,37336091.4105595,300555535855
42,2020-03-31,2020Q1,6.98,37337453.50500716,260615425465
43,2020-06-30,2020Q2,8.2,37337576.34568183,306168126035
44,2020-09-30,2020Q3,7.88,37337581.42169357,294220141603
45,2020-12-31,2020Q4,7.88,41070934.90826841,323638967077
46,2021-03-31,2021Q1,12.0,41070972.6831759,492851672198
47,2021-06-30,2021Q2,9.65,47640260.23727516,459728511290
48,2021-09-30,2021Q3,12.3,47642345.27687296,586000846906
49,2021-12-31,2021Q4,12.9,47642603.991792575,614589591494
50,2022-03-31,2022Q1,16.6,49070170.53396701,814564830864
51,2022-06-30,2022Q2,7.75,49068654.51868213,380282072520
