,Quý,Thu nhập lãi thuần(MilVND),Chi phí hoạt động(MilVND),Tổng TNTT(MilVND),Tổng LNST(MilVND),LNST của CĐ Ngân hàng mẹ(MilVND),Tổng tài sản(MilVND)," - Tiền, vàng gửi và cho vay các TCTD(MilVND)", - Cho vay khách hàng(MilVND),Nợ phải trả(MilVND), - Tiền gửi và vay các TCTD(MilVND), - Tiền gửi của khách hàng(MilVND),Vốn và các quỹ(MilVND), - Vốn của TCTD(MilVND), - Lợi nhuận chưa phân phối(MilVND),EPS của 4 quý gần nhất(VND),BVPS cơ bản(VND),P/E cơ bản(Times),ROEA(%),ROAA(%)
0,2011Q1,1164872,444199,661010,482598,510156,118319687,36579701,52031625,108075242,16620593,71703252,9450015,7553765,1275369,699,12945,0.0,5.57,0.45
1,2011Q2,2508227,924988,1135070,768458,900847,119158264,33633181,52618187,108737911,19280668,72434531,9739397,7553765,1137409,1933,13342,0.0,9.39,0.76
2,2011Q3,1304923,1118604,687525,516287,536971,115014457,27553003,54710532,104123425,14477771,76509426,10193770,7553765,1611369,2668,13964,0.0,5.39,0.46
3,2011Q4,1564974,834753,861836,692738,745110,138482195,41145505,57928997,127061641,26929210,88992902,10826265,7543765,2432483,3689,14831,2.93,7.09,0.59
4,2012Q1,1603306,498990,903553,683116,680736,144629453,42792718,59948574,130865299,23089972,94817729,13107631,10332243,1928105,3923,13108,3.7,5.98,0.48
5,2012Q2,1585017,607676,960120,725184,716989,151328066,36990163,64322461,137496726,25365376,100199802,13158651,10308881,1695855,3229,13159,4.34,5.46,0.48
6,2012Q3,1697831,656287,864347,651968,648913,147298623,41059921,63444268,132975962,22604897,100227521,13661299,10320233,2320999,3182,13661,4.15,4.84,0.43
7,2012Q4,1652032,885424,341181,246579,246579,175612371,42823107,73165823,162081924,30512107,117747416,12864507,10320233,1506298,2452,12865,5.1,1.86,0.15
8,2013Q1,1563638,616180,831491,627427,623109,170318433,31972094,71980171,155546449,24335062,124452870,14101726,10945233,2120990,2220,13272,5.81,4.62,0.36
9,2013Q2,1558748,672011,968649,734906,725507,173932492,35212458,78159661,158894495,16099750,135431049,14361094,10945233,1947375,2193,13516,6.02,5.1,0.42
10,2013Q3,1385966,733722,659941,446741,529885,170142734,29452918,79055461,154584389,12237160,135911463,14969700,10963421,2511466,2044,14089,6.6,3.61,0.31
11,2013Q4,1615816,682374,554567,474604,394255,180432771,26789345,85806563,164731397,21401981,136099287,15141245,11594671,2122300,2146,13451,5.92,2.62,0.22
12,2014Q1,1434143,656377,809750,636250,628213,182711407,24217190,85950037,166400522,15535766,144978714,15744015,11594671,2715933,2110,13987,7.54,4.07,0.35
13,2014Q2,1899457,802215,892697,702163,694438,188570294,19190712,92738109,171736338,7387244,157675213,16258032,11594671,2828703,2051,14444,6.73,4.34,0.37
14,2014Q3,1556437,786238,722293,578590,619839,188595423,12165844,90042824,171201734,3922294,160435988,16808006,11932358,3021130,2102,14497,6.47,3.75,0.33
15,2014Q4,1650038,869372,749263,585986,533480,200489173,21415257,98106265,183340962,4604175,167608507,16561085,11932358,2788992,2183,14284,6.0,3.2,0.27
16,2015Q1,2001293,721080,797367,620382,619906,197160527,12957227,97826006,179433816,10756229,162488417,17726711,11932358,3355003,2161,15290,6.34,3.62,0.31
