,date,quarter,price,shares_est,lev,market_cap
0,2011-03-31,2011Q1,10.0,15186963.59869784,0.5913384858750436,151869635987
1,2011-06-30,2011Q2,8.1,15187250.684395775,0.5785293479434737,123016730544
2,2011-09-30,2011Q3,11.0,15187554.567822844,0.4928236500305511,167063100246
3,2011-12-30,2011Q4,11.0,15187554.567822844,0.4928236500305511,167063100246
4,2012-03-30,2012Q1,11.0,15187376.570029229,0.6710164482859828,167061142270
5,2012-06-29,2012Q2,8.8,15187948.118907597,0.6347184831448712,133653943446
6,2012-09-28,2012Q3,8.8,15187827.067063844,0.6788450886886473,133652878190
7,2012-12-28,2012Q4,12.3,15187275.197825912,0.6528767076324142,186803484933
8,2013-03-29,2013Q1,12.3,15187669.701325666,0.6176779218596278,186808337326
9,2013-06-28,2013Q2,16.9,15187669.701325666,0.6176779218596278,256671617952
10,2013-09-26,2013Q3,7.5,15187138.787138788,0.6324717114369175,113903540904
11,2013-12-31,2013Q4,7.4,15187337.0273794,0.6550510899225237,112386294003
12,2014-03-31,2014Q1,7.4,15187604.41029068,0.6619486290017966,112388272636
13,2014-06-30,2014Q2,10.3,15187033.430704316,0.6261910883704295,156426444336
14,2014-09-30,2014Q3,3.8,15187758.746651514,0.6528420485825153,57713483237
15,2014-12-31,2014Q4,3.4,15187449.975988474,0.614361576561762,51637329918
16,2015-03-31,2015Q1,3.8,15186870.658028256,0.6331622559559357,57710108501
17,2015-06-30,2015Q2,6.6,15186913.145539906,0.5208494848767465,100233626761
18,2015-09-30,2015Q3,8.5,15187116.991643457,0.4963616239868053,129090494429
19,2015-12-31,2015Q4,9.4,15186979.765852338,0.3527241776910843,142757609799
20,2016-03-31,2016Q1,12.6,15187743.774377435,0.3433509091920725,191365571557
21,2016-06-30,2016Q2,9.7,15186970.594311686,0.2813016334589072,147313614765
22,2016-09-30,2016Q3,9.9,15187542.36139352,0.2618629570615673,150356669378
23,2016-12-30,2016Q4,9.1,15187542.36139352,0.2899595368877622,138206635489
24,2017-03-31,2017Q1,11.0,15187301.367970154,0.3335950587259632,167060315048
25,2017-06-30,2017Q2,10.9,15187179.83283904,0.4037245208621802,165540260178
26,2017-09-29,2017Q3,10.5,15187778.879524045,0.3138138802014462,159471678235
27,2017-12-29,2017Q4,13.0,15187308.434555568,0.3663607829817991,197435009649
28,2018-03-30,2018Q1,16.2,15187063.051290428,0.4673825111252053,246030421431
29,2018-06-29,2018Q2,13.4,15187230.261487689,0.4269062280962827,203508885504
30,2018-09-28,2018Q3,14.4,15186912.981277602,0.6014378003966069,218691546930
31,2018-12-28,2018Q4,12.2,15187731.77700772,0.5911284003902934,185290327679
32,2019-03-29,2019Q1,12.4,15187022.18907328,0.5288573511841862,188319075145
33,2019-06-28,2019Q2,11.6,15187073.883400584,0.6102718267231201,176170057047
34,2019-09-30,2019Q3,10.6,15187353.951890036,0.636770540177114,160985951890
35,2019-12-31,2019Q4,11.1,15187109.76837865,0.554100401812479,168576918429
36,2020-03-31,2020Q1,9.8,15187098.4489584,0.527152300758211,148833564800
37,2020-06-30,2020Q2,9.8,15187259.512612227,0.4597358210127176,148835143224
38,2020-09-30,2020Q3,10.0,15187863.09232169,0.3210373313191714,151878630923
39,2020-12-31,2020Q4,10.9,15187247.1717518,0.2922723981178713,165540994172
40,2021-03-31,2021Q1,14.8,15187426.633624624,0.3731319168215364,224773914178
41,2021-06-30,2021Q2,13.45,15187496.111975117,0.5632865077565768,204271822706
42,2021-09-30,2021Q3,16.95,15187338.022954462,0.4554373067782434,257425379489
43,2021-12-31,2021Q4,16.5,15187397.19094015,0.5850017537052149,250592053651
44,2022-03-31,2022Q1,19.1,15187758.830694277,0.5651613658330912,290086193666
45,2022-06-30,2022Q2,15.3,15186831.525449442,0.6645184630389885,232358522339
