,quarter,roa
0,2010Q3,10.6
1,2011Q1,1.87
2,2011Q2,0.12
3,2011Q3,-0.67
4,2011Q4,-0.67
5,2012Q1,0.37
6,2012Q2,0.2
7,2012Q3,0.02
8,2012Q4,0.24
9,2013Q1,0.8
10,2013Q2,0.8
11,2013Q3,-0.97
12,2013Q4,-0.04
13,2014Q1,-0.84
14,2014Q2,1.03
15,2014Q3,-0.01
16,2014Q4,0.51
17,2015Q1,0.62
18,2015Q2,3.63
19,2015Q3,2.56
20,2015Q4,1.62
21,2016Q1,1.26
22,2016Q2,5.87
23,2016Q3,1.16
24,2016Q4,1.52
25,2017Q1,5.16
26,2017Q2,1.55
27,2017Q3,5.12
28,2017Q4,5.77
29,2018Q1,3.92
30,2018Q2,1.6
31,2018Q3,0.95
32,2018Q4,0.57
33,2019Q1,1.72
34,2019Q2,1.44
35,2019Q3,0.46
36,2019Q4,0.94
37,2020Q1,1.58
38,2020Q2,1.08
39,2020Q3,1.08
40,2020Q4,1.43
41,2021Q1,3.32
42,2021Q2,6.16
43,2021Q3,0.39
44,2021Q4,-1.18
45,2022Q1,1.55
46,2022Q2,0.09
47,2022Q3,-3.9
