quarter,s,ln_s
2019Q3,0.47434776912140625,0.05307014307370965
2019Q4,0.7794576561687793,0.10073388295891982
2020Q1,1.0959635436310713,0.130996622497534
2020Q2,0.6829356471977481,0.08059476654166062
2020Q3,0.7636061589834302,0.06652550695733914
2020Q4,0.6898055946036727,0.06755453425328152
2021Q1,0.9864160496992442,0.09924174126659281
2021Q2,0.6641696979920176,0.05155083388471991
2021Q3,0.8108286957499319,0.0664560084721159
2021Q4,0.6651633202990545,0.04836828037127243
2022Q1,0.7254094200928229,0.061127999087689996
2022Q2,0.6962816975500575,0.06371357910879286
2022Q3,0.7795069440864355,0.07720771035644462
