,quarter,roa
0,2009Q3,16.79
1,2009Q4,7.21
2,2010Q1,3.04
3,2010Q2,2.71
4,2010Q3,0.25
5,2010Q4,0.25
6,2011Q1,0.22
7,2011Q2,0.01
8,2011Q3,0.02
9,2011Q4,-0.05
10,2012Q1,0.02
11,2012Q2,0.02
12,2012Q3,0.01
13,2012Q4,0.59
14,2013Q1,0.03
15,2013Q2,3.15
16,2013Q3,-0.25
17,2013Q4,-0.29
18,2014Q1,0.06
19,2014Q2,0.28
20,2014Q3,0.06
21,2014Q4,0.11
22,2015Q1,0.03
23,2015Q2,0.14
24,2015Q3,0.13
25,2015Q4,0.15
26,2016Q1,0.04
27,2016Q2,0.15
28,2016Q3,0.15
29,2016Q4,0.09
30,2017Q1,0.08
31,2017Q2,0.11
32,2017Q3,0.07
33,2017Q4,0.02
34,2018Q1,0.03
35,2018Q2,0.01
36,2018Q3,0.02
37,2018Q4,0.06
38,2019Q1,0.02
39,2019Q2,0.02
40,2019Q3,0.02
41,2019Q4,0.18
42,2020Q1,0.02
43,2020Q2,0.14
44,2020Q3,0.07
45,2020Q4,-0.13
46,2021Q1,0.04
47,2021Q2,0.07
48,2021Q3,0.02
49,2021Q4,0.15
50,2022Q1,0.03
51,2022Q2,0.06
