,quarter,roa
0,2006Q1,0.88
1,2006Q2,2.1
2,2006Q3,1.06
3,2006Q4,1.16
4,2007Q1,1.89
5,2007Q2,2.03
6,2007Q3,2.56
7,2007Q4,0.9
8,2008Q1,2.2
9,2008Q2,1.15
10,2008Q3,2.97
11,2008Q4,1.71
12,2009Q1,2.25
13,2009Q2,2.21
14,2009Q3,2.54
15,2009Q4,3.07
16,2010Q1,2.94
17,2010Q2,7.75
18,2010Q3,1.34
19,2010Q4,1.12
20,2011Q1,1.95
21,2011Q2,-1.38
22,2011Q3,2.16
23,2011Q4,0.67
24,2012Q1,1.2
25,2012Q2,2.16
26,2012Q3,3.35
27,2012Q4,0.91
28,2013Q1,0.47
29,2013Q2,-1.05
30,2013Q3,0.67
31,2013Q4,0.89
32,2014Q1,1.16
33,2014Q2,0.91
34,2014Q3,0.78
35,2014Q4,1.59
36,2015Q1,1.77
37,2015Q2,3.31
38,2015Q3,1.23
39,2015Q4,-0.45
40,2016Q1,0.17
41,2016Q2,0.89
42,2016Q3,4.52
43,2016Q4,0.89
44,2017Q1,8.63
45,2017Q2,1.85
46,2017Q3,-0.33
47,2017Q4,0.05
48,2018Q1,0.01
49,2018Q2,0.15
50,2018Q3,0.13
51,2018Q4,0.07
52,2019Q1,-0.02
53,2019Q2,0.29
54,2019Q3,1.46
55,2019Q4,0.89
56,2020Q1,0.81
57,2020Q2,0.06
58,2020Q3,0.1
59,2020Q4,0.03
60,2021Q1,0.01
61,2021Q2,0.04
62,2021Q3,0.01
63,2021Q4,-1.22
64,2022Q1,2.15
65,2022Q2,0.25
