,date,quarter,price,shares_est,market_cap
0,2009-12-31,2009Q4,15.1,2999923.242247467,45298840958
1,2010-03-31,2010Q1,14.0,2999924.225202698,41998939153
2,2010-06-30,2010Q2,14.1,3000076.6577232657,42301080874
3,2010-09-30,2010Q3,13.6,3000076.14986293,40801035638
4,2010-12-31,2010Q4,13.1,3000077.21411474,39301011505
5,2011-03-31,2011Q1,10.7,2999924.035247645,32099187177
6,2011-06-30,2011Q2,11.0,2999922.5346657373,32999147881
7,2011-09-30,2011Q3,10.5,3000075.3068755176,31500790722
8,2011-12-30,2011Q4,10.9,3000077.4653342627,32700844372
9,2012-03-30,2012Q1,10.8,3000076.669477881,32400828030
10,2012-06-29,2012Q2,11.0,3000077.112893276,33000848242
11,2012-09-28,2012Q3,9.6,3000074.244561586,28800712748
12,2012-12-28,2012Q4,11.1,2999928.6580580724,33299208104
13,2013-03-29,2013Q1,7.9,3000000.0,23700000000
14,2013-06-28,2013Q2,9.8,3000000.0,29400000000
15,2013-09-20,2013Q3,9.8,3000073.8279808047,29400723514
16,2013-12-31,2013Q4,10.4,2999929.198527329,31199263665
17,2014-03-31,2014Q1,14.0,3000070.190215484,42000982663
18,2014-06-30,2014Q2,11.5,3000075.786282683,34500871542
19,2014-09-30,2014Q3,15.9,3000000.0,47700000000
20,2014-12-31,2014Q4,14.0,2999929.893438026,41999018508
21,2015-03-31,2015Q1,17.9,3000076.08034084,53701361838
22,2015-06-30,2015Q2,15.6,3000000.0,46800000000
23,2015-09-30,2015Q3,22.2,3000000.0,66600000000
24,2015-12-31,2015Q4,29.2,3000069.0703135794,87602016853
25,2016-03-31,2016Q1,37.4,2999931.72663344,112197446576
26,2016-06-30,2016Q2,41.8,3000072.690266773,125403038453
27,2016-09-30,2016Q3,37.3,2999930.2309356034,111897397614
28,2016-12-30,2016Q4,34.4,3000000.0,103200000000
29,2017-03-31,2017Q1,37.0,2999934.443424676,110997574407
30,2017-06-30,2017Q2,39.5,3000000.0,118500000000
31,2017-09-29,2017Q3,38.0,3000078.2044263706,114002971768
32,2017-12-29,2017Q4,36.0,3000000.0,108000000000
33,2018-03-30,2018Q1,29.5,3000000.0,88500000000
34,2018-06-29,2018Q2,38.0,3000000.0,114000000000
35,2018-09-28,2018Q3,40.0,3000075.2728641327,120003010915
36,2018-12-28,2018Q4,23.0,2999951.5691592405,68998886091
37,2019-03-29,2019Q1,43.0,2999952.153110048,128997942584
38,2019-06-28,2019Q2,37.9,3000000.0,113700000000
39,2019-09-30,2019Q3,33.0,3000000.0,99000000000
40,2019-12-31,2019Q4,39.0,2999926.857811585,116997147455
41,2020-03-31,2020Q1,32.0,2999928.8560045534,95997723392
42,2020-06-30,2020Q2,33.0,3000000.0,99000000000
43,2020-09-30,2020Q3,33.0,3000000.0,99000000000
44,2020-12-31,2020Q4,33.0,3000071.118697105,99002346917
45,2021-03-31,2021Q1,29.0,3000071.301247772,87002067736
46,2021-06-30,2021Q2,26.1,2999916.198776502,78297812788
47,2021-09-30,2021Q3,46.0,3000000.0,138000000000
48,2021-12-31,2021Q4,46.0,3000074.4213738185,138003423383
49,2022-03-31,2022Q1,46.0,3000000.0,138000000000
50,2022-06-30,2022Q2,39.7,2999914.4568006843,119096603935
