,quarter,owner_equity,bvps,shares_est,shares_est_diff,shares_est_diff_perc
0,2009Q1,,0.0,,,
1,2009Q2,,0.0,,,
2,2009Q3,,0.0,,,
3,2009Q4,1440531.0,10290.0,139993294.4606414,,
4,2010Q1,1462730.0,10448.0,140000957.12098008,7662.660338670015,0.0054732913947498395
5,2010Q2,1503268.0,10738.0,139995157.3849879,-5799.735992193222,-0.004142811866158983
6,2010Q3,1546721.0,11048.0,140000090.5141202,4933.129132300615,0.0035236613877782227
7,2010Q4,1567721.0,11198.0,140000089.301661,-1.2124591767787933,-8.660417167065395e-07
8,2011Q1,1572418.0,11232.0,139994480.05698004,-5609.244680970907,-0.004006761322794908
9,2011Q2,1450805.0,10363.0,139998552.5427,4072.485719949007,0.00290894844695404
10,2011Q3,1399250.0,9995.0,139994997.49874938,-3555.0439506173134,-0.002539407846090409
11,2011Q4,1440834.0,10292.0,139995530.5091333,533.0103839337826,0.0003807338577134139
12,2012Q1,1382178.0,9873.0,139995745.97386813,215.46473482251167,0.0001539080586511041
13,2012Q2,1337238.0,9552.0,139995603.0150754,-142.95879274606705,-0.00010211663057065626
14,2012Q3,1311157.0,9365.0,140006086.4922584,10483.477183014154,0.0074878724530264154
15,2012Q4,1406139.0,10044.0,139997909.1995221,-8177.292736291885,-0.005841010614406946
16,2013Q1,1307925.0,9342.0,140004816.955684,6907.756161898375,0.004933941782935154
17,2013Q2,1208441.0,8632.0,139995481.92771083,-9335.027973175049,-0.0066680923160044245
18,2013Q3,1236242.0,8830.0,140004756.51189128,9274.584180444479,0.00662447791883181
19,2013Q4,1221073.0,8722.0,139999197.4317817,-5559.08010956645,-0.003970794269928053
20,2014Q1,1191535.0,8511.0,139999412.5249677,215.0931859910488,0.0001536386346997626
21,2014Q2,1133233.0,8095.0,139991723.285979,-7689.238988697529,-0.005492638284757547
22,2014Q3,1195639.0,8540.0,140004566.74473068,12843.458751678467,0.009173599869135593
23,2014Q4,1291277.0,9223.0,140006180.20166975,1613.4569390714169,0.0011524183694943593
24,2015Q1,1186762.0,8477.0,139997876.60729033,-8303.594379425049,-0.005931228801932159
25,2015Q2,1118133.0,7987.0,139994115.43758607,-3761.169704258442,-0.002686662716144875
26,2015Q3,1030116.0,7358.0,139999456.37401468,5340.93642860651,0.0038149694055510937
27,2015Q4,1008864.0,7206.0,140003330.55786845,3874.183853775263,0.002767208350214156
28,2016Q1,963080.0,6879.0,140002907.3993313,-423.1585371494293,-0.0003022498211001084
29,2016Q2,879959.0,6285.0,140009387.43038982,6480.031058520079,0.004628283272606871
30,2016Q3,751156.0,5365.0,140010438.02423114,1050.5938413143158,0.0007503682269264046
31,2016Q4,628799.0,4491.0,140013137.38588288,2699.361651748419,0.0019279345511049077
32,2017Q1,545610.0,3897.0,140007698.22940725,-5439.156475633383,-0.0038848981480440773
33,2017Q2,455400.0,3253.0,139993851.82908085,-13846.400326400995,-0.009890720303421703
34,2017Q3,396568.0,2833.0,139981644.89939994,-12206.929680913687,-0.00872037879658179
35,2017Q4,638386.0,4560.0,139996929.82456142,15284.925161480904,0.010918043117542195
36,2018Q1,608293.0,4345.0,139998388.95281935,1459.1282579302788,0.0010422464635803897
37,2018Q2,585044.0,4179.0,139996171.33285475,-2217.6199645996094,-0.0015840575806369721
38,2018Q3,532981.0,3807.0,140000262.67402154,4091.3411667943,0.0029223810646131663
39,2018Q4,654464.0,4675.0,139992299.46524063,-7963.208780914545,-0.005688319151362871
40,2019Q1,608793.0,4349.0,139984594.15957692,-7705.305663704872,-0.005504395472919775
41,2019Q2,584575.0,4176.0,139984434.8659004,-159.29367652535439,-0.00011379384906468457
42,2019Q3,510096.0,3644.0,139982436.88254666,-1997.9833537340164,-0.001427310024192849
43,2019Q4,707590.0,5054.0,140005935.89236248,23499.00981581211,0.016784295370075104
44,2020Q1,621177.0,4437.0,139999323.867478,-6612.024884462357,-0.0047228977267927625
45,2020Q2,588362.0,4203.0,139986200.3330954,-13123.534382611513,-0.00937487720317019
46,2020Q3,566895.0,4049.0,140008644.1096567,22443.776561290026,0.01603027920455522
47,2020Q4,508497.0,3632.0,140004680.61674008,-3963.492916613817,-0.002830971721198234
48,2021Q1,489007.0,3493.0,139996278.27082738,-8402.345912694931,-0.00600183520339042
49,2021Q2,730566.0,5218.0,140008815.63817555,12537.36734816432,0.00895469852453049
50,2021Q3,927387.0,6624.0,140004076.08695653,-4739.551219016314,-0.003385295165315457
51,2021Q4,1009110.0,7208.0,139998612.65260822,-5463.4343483150005,-0.003902491778166357
52,2022Q1,1064858.0,7606.0,140002366.55272153,3753.90011331439,0.0026813118990390507
53,2022Q2,1323026.0,9450.0,140002751.3227513,384.7700297832489,0.00027483033450980576
