,quarter,roa
0,2010Q3,0.0
1,2011Q2,1.56
2,2011Q3,1.05
3,2011Q4,-0.16
4,2012Q1,0.01
5,2012Q2,1.43
6,2012Q3,0.32
7,2012Q4,0.51
8,2013Q1,0.02
9,2013Q2,1.09
10,2013Q3,1.12
11,2013Q4,-0.63
12,2014Q1,0.36
13,2014Q2,1.49
14,2014Q3,1.5
15,2014Q4,0.16
16,2015Q1,0.51
17,2015Q2,0.64
18,2015Q3,0.86
19,2015Q4,1.18
20,2016Q1,-0.35
21,2016Q2,0.42
22,2016Q3,0.34
23,2016Q4,0.26
24,2017Q1,0.49
25,2017Q2,1.68
26,2017Q3,0.66
27,2017Q4,0.4
28,2018Q1,1.38
29,2018Q2,0.32
30,2018Q3,0.46
31,2018Q4,-0.11
32,2019Q1,0.03
33,2019Q2,3.23
34,2019Q3,0.01
35,2019Q4,3.55
36,2020Q1,0.21
37,2020Q2,1.9
38,2020Q3,0.89
39,2020Q4,16.55
40,2021Q1,2.36
41,2021Q2,2.05
42,2021Q3,3.11
43,2021Q4,10.66
44,2022Q1,2.69
45,2022Q2,3.15
46,2022Q3,3.32
