,date,quarter,price,shares_est,market_cap
0,2011-12-30,2011Q4,7.8,8699992.102977177,67859938403
1,2012-03-30,2012Q1,7.8,8699676.477550698,67857476525
2,2012-06-29,2012Q2,7.3,8700302.255289467,63512206464
3,2012-09-28,2012Q3,8.8,8700043.084877208,76560379147
4,2012-12-28,2012Q4,13.5,9569941.895759258,129194215593
5,2013-03-29,2013Q1,9.6,9570166.32016632,91873596674
6,2013-06-28,2013Q2,6.9,9569876.83886418,66032150188
7,2013-09-30,2013Q3,9.4,9570024.363605814,89958229018
8,2013-12-31,2013Q4,6.7,9570326.40949555,64121186944
9,2014-03-31,2014Q1,7.2,9570349.386213409,68906515581
10,2014-06-30,2014Q2,7.0,9569778.227506535,66988447593
11,2014-09-30,2014Q3,6.4,9569801.280452317,61246728195
12,2014-12-31,2014Q4,7.0,9569922.815171383,66989459706
13,2015-03-31,2015Q1,6.7,9570098.079617571,64119657133
14,2015-06-30,2015Q2,6.6,9569894.236287612,63161301959
15,2015-09-30,2015Q3,23.9,9570077.112648064,228724842992
16,2015-12-31,2015Q4,12.5,9569661.865998749,119620773325
17,2016-03-31,2016Q1,14.0,9570031.815007372,133980445410
18,2016-06-30,2016Q2,7.5,9570289.518501315,71777171389
19,2016-09-30,2016Q3,14.55,10526628.222523743,153162440638
20,2016-12-30,2016Q4,10.0,10526631.721339196,105266317213
21,2017-03-31,2017Q1,8.91,10526745.164003365,93793299411
22,2017-06-30,2017Q2,11.0,10527128.582046412,115798414403
23,2017-09-29,2017Q3,9.25,10526547.5695887,97370565019
24,2017-12-29,2017Q4,6.5,10526934.21597021,68425072404
25,2018-03-30,2018Q1,6.53,10526998.540619424,68741300470
26,2018-06-29,2018Q2,6.44,10526928.67540029,67793420670
27,2018-09-28,2018Q3,6.0,10526635.3626943,63159812176
28,2018-12-28,2018Q4,7.5,10527356.731782444,78955175488
29,2019-03-29,2019Q1,6.5,10526797.802022776,68424185713
30,2019-06-28,2019Q2,6.7,10527212.457600988,70532323466
31,2019-09-30,2019Q3,7.51,10526852.84640172,79056664876
32,2019-12-31,2019Q4,7.99,10527284.826974267,84113005768
33,2020-03-31,2020Q1,7.7,10526851.578636764,81056757156
34,2020-06-30,2020Q2,20.8,10527169.975365888,218965135488
35,2020-09-30,2020Q3,13.25,11579606.2992126,153429783465
36,2020-12-31,2020Q4,13.6,11579908.067417229,157486749717
37,2021-03-31,2021Q1,14.9,11579296.012469152,172531510586
38,2021-06-30,2021Q2,16.85,11579809.96109942,195119797845
39,2021-09-30,2021Q3,18.0,11579406.847873196,208429323262
40,2021-12-31,2021Q4,17.8,11579275.59055118,206111105512
41,2022-03-31,2022Q1,21.6,11579826.278443849,250124247614
42,2022-06-30,2022Q2,15.95,11579718.744437192,184696513974
