,quarter,roa
0,2010Q2,1.98
1,2010Q3,0.0
2,2011Q2,10.39
3,2011Q3,0.72
4,2011Q4,-1.82
5,2012Q1,-3.82
6,2012Q2,-5.11
7,2012Q3,-6.25
8,2012Q4,-2.36
9,2013Q1,-1.35
10,2013Q2,-10.7
11,2013Q3,-0.54
12,2013Q4,4.51
13,2014Q1,0.09
14,2014Q2,-1.43
15,2014Q3,-0.43
16,2014Q4,13.91
17,2015Q1,0.04
18,2015Q2,0.35
19,2015Q3,0.08
20,2015Q4,19.58
21,2016Q1,0.03
22,2016Q2,-0.17
23,2016Q3,-2.34
24,2016Q4,-0.58
25,2017Q1,-3.46
26,2017Q2,-12.9
27,2017Q3,-1.93
28,2017Q4,-4.14
29,2018Q1,-16.34
30,2018Q2,-2.41
31,2018Q3,-3.68
32,2018Q4,25.48
33,2019Q1,-2.74
34,2019Q2,-2.65
35,2019Q3,0.82
36,2019Q4,-4.84
37,2020Q1,-0.91
38,2020Q2,-2.32
39,2020Q3,0.0
40,2020Q4,1.92
41,2021Q1,-0.44
42,2021Q2,6.0
43,2021Q3,-3.06
44,2021Q4,1.04
45,2022Q1,0.0
46,2022Q2,-1.56
