,quarter,roa
0,2008Q1,0.0
1,2008Q2,0.0
2,2008Q3,0.0
3,2008Q4,-5.73
4,2009Q1,0.25
5,2009Q2,0.12
6,2009Q3,0.11
7,2009Q4,4.34
8,2010Q1,1.27
9,2010Q2,2.09
10,2010Q3,0.76
11,2010Q4,3.85
12,2011Q1,2.87
13,2011Q2,3.92
14,2011Q3,0.39
15,2011Q4,-1.36
16,2012Q1,-2.8
17,2012Q2,-2.18
18,2012Q3,-2.16
19,2012Q4,-3.91
20,2013Q1,-4.24
21,2013Q2,-4.07
22,2013Q3,-3.56
23,2013Q4,-5.52
24,2014Q1,-4.77
25,2014Q2,-1.9
26,2014Q3,3.91
27,2014Q4,4.25
28,2015Q1,3.65
29,2015Q2,3.83
30,2015Q3,1.69
31,2015Q4,1.32
32,2016Q1,0.07
33,2016Q2,0.07
34,2016Q3,0.96
35,2016Q4,0.67
36,2017Q1,1.35
37,2017Q2,0.78
38,2017Q3,1.08
39,2017Q4,0.05
40,2018Q1,1.44
41,2018Q2,0.85
42,2018Q3,0.15
43,2018Q4,-3.63
44,2019Q1,-1.22
45,2019Q2,-2.93
46,2019Q3,4.97
47,2019Q4,2.03
48,2020Q1,-0.19
49,2020Q2,-3.41
50,2020Q3,-0.92
51,2020Q4,-1.36
52,2021Q1,-3.6
53,2021Q2,-3.81
54,2021Q3,-2.75
55,2021Q4,11.19
56,2022Q1,0.21
57,2022Q2,0.41
