quarter,trend
2005Q1,81.30081300813008
2005Q2,84.55284552845528
2005Q3,0.0
2005Q4,71.54471544715447
2006Q1,100.0
2006Q2,47.96747967479675
2006Q3,28.45528455284553
2006Q4,17.073170731707318
2007Q1,15.447154471544716
2007Q2,7.317073170731708
2007Q3,0.0
2007Q4,21.951219512195124
2008Q1,20.32520325203252
2008Q2,16.260162601626018
2008Q3,21.951219512195124
2008Q4,30.08130081300813
2009Q1,22.764227642276424
2009Q2,12.195121951219512
2009Q3,17.073170731707318
2009Q4,15.447154471544716
2010Q1,20.32520325203252
2010Q2,13.821138211382113
2010Q3,14.634146341463415
2010Q4,13.008130081300813
2011Q1,16.260162601626018
2011Q2,12.195121951219512
2011Q3,15.447154471544716
2011Q4,13.821138211382113
2012Q1,12.195121951219512
2012Q2,10.56910569105691
2012Q3,11.382113821138212
2012Q4,8.130081300813009
2013Q1,8.94308943089431
2013Q2,9.75609756097561
2013Q3,8.94308943089431
2013Q4,8.130081300813009
2014Q1,8.130081300813009
2014Q2,7.317073170731708
2014Q3,8.130081300813009
2014Q4,6.504065040650406
2015Q1,7.317073170731708
2015Q2,8.130081300813009
2015Q3,7.317073170731708
2015Q4,8.130081300813009
2016Q1,7.317073170731708
2016Q2,7.317073170731708
2016Q3,9.75609756097561
2016Q4,7.317073170731708
2017Q1,8.94308943089431
2017Q2,8.94308943089431
2017Q3,6.504065040650406
2017Q4,7.317073170731708
2018Q1,7.317073170731708
2018Q2,7.317073170731708
2018Q3,8.94308943089431
2018Q4,7.317073170731708
2019Q1,7.317073170731708
2019Q2,8.94308943089431
2019Q3,9.75609756097561
2019Q4,7.317073170731708
2020Q1,8.130081300813009
2020Q2,8.94308943089431
2020Q3,8.94308943089431
2020Q4,7.317073170731708
2021Q1,8.94308943089431
2021Q2,8.94308943089431
2021Q3,7.317073170731708
2021Q4,9.75609756097561
2022Q1,9.75609756097561
2022Q2,8.130081300813009
2022Q3,7.317073170731708
