,date,quarter,price,shares_est,lev,market_cap
0,2006-12-29,2006Q4,37.6,2200000.0,0.7868228848220403,82720000000
1,2007-03-30,2007Q1,64.8,2199942.1798207574,0.7989707836965474,142556253252
2,2007-06-29,2007Q2,41.0,2199942.1798207574,0.7989707836965474,90197629373
3,2007-09-28,2007Q3,56.0,2200028.9268151578,0.827966836585022,123201619902
4,2007-12-28,2007Q4,82.5,5027505.897706169,0.7001107763469737,414769236561
5,2008-03-31,2008Q1,29.2,5000102.296557721,0.6925638786301946,146002987059
6,2008-06-30,2008Q2,13.7,4999895.435771422,0.7237493551838359,68498567470
7,2008-09-30,2008Q3,27.9,4999949.400394677,0.723089078916588,139498588271
8,2008-12-31,2008Q4,14.3,5000096.218608679,0.7113853516594271,71501375926
9,2009-03-31,2009Q1,13.8,5000047.6077124495,0.7102786961071684,69000656986
10,2009-06-30,2009Q2,19.2,4999903.297553428,0.7300172035966623,95998143313
11,2009-09-30,2009Q3,42.0,4999907.6724217525,0.7375210519284088,209996122242
12,2009-12-31,2009Q4,37.9,4999908.361970218,0.7725865056714547,189496526919
13,2010-03-31,2010Q1,36.8,5000044.9135414325,0.7659958617461432,184001652818
14,2010-06-30,2010Q2,42.0,5000043.478260869,0.7905737981593144,210001826087
15,2010-09-30,2010Q3,27.5,4999957.493836606,0.802139260960163,137498831081
16,2010-12-31,2010Q4,23.3,8000000.0,0.7614990016040803,186400000000
17,2011-03-31,2011Q1,14.8,8000000.0,0.7500551090861102,118400000000
18,2011-06-30,2011Q2,11.0,8000165.480721496,0.7699314231622647,88001820288
19,2011-09-30,2011Q3,9.1,8000000.0,0.7670771431785088,72800000000
20,2011-12-30,2011Q4,5.4,8000054.424730598,0.7515633649191387,43200293894
21,2012-03-30,2012Q1,7.2,7999892.020300183,0.7829203641147465,57599222546
22,2012-06-29,2012Q2,9.4,7999836.396357092,0.7860851978813472,75198462126
23,2012-09-28,2012Q3,4.8,7999946.575488835,0.7819395244793397,38399743562
24,2012-12-28,2012Q4,5.2,8000000.0,0.7781606073286382,41600000000
25,2013-03-29,2013Q1,5.9,8000154.1544627715,0.779417326616648,47200909511
26,2013-06-28,2013Q2,6.1,8000157.348159026,0.7852480608881066,48800959824
27,2013-09-30,2013Q3,4.7,7999947.583604151,0.7824252919104268,37599753643
28,2013-12-31,2013Q4,5.5,8000104.788850467,0.7807801631241311,44000576339
29,2014-03-31,2014Q1,8.5,7999895.413899492,0.7805800528382655,67999111018
30,2014-06-30,2014Q2,6.0,8000104.226379696,0.7811727130062324,48000625358
31,2014-09-30,2014Q3,7.6,7999843.41562712,0.7819693574662228,60798809959
32,2014-12-31,2014Q4,6.7,7999896.28707737,0.7729243104006696,53599305123
33,2015-03-31,2015Q1,12.1,8000156.494522692,0.7716295528135625,96801893584
34,2015-06-30,2015Q2,15.5,8000000.0,0.7805294054054218,124000000000
35,2015-09-30,2015Q3,5.9,8000000.0,0.7772478536980976,47200000000
36,2015-12-31,2015Q4,9.5,8000000.0,0.7802729740475397,76000000000
37,2016-03-31,2016Q1,9.0,8000000.0,0.7603079771076773,72000000000
38,2016-06-30,2016Q2,16.6,7999855.233315639,0.7651161791369847,132797596873
39,2016-09-30,2016Q3,19.9,15999095.350099511,0.7125458550050535,318381997467
40,2016-12-30,2016Q4,33.0,15999393.93939394,0.5176601967398345,527980000000
41,2017-03-31,2017Q1,6.9,16000151.4004542,0.5430652977569308,110401044663
42,2017-06-30,2017Q2,12.1,15999446.465285463,0.5794633770310101,193593302230
43,2017-09-29,2017Q3,12.2,15999716.070414538,0.6927464075648657,195196536059
44,2017-12-29,2017Q4,10.5,15999788.449333616,0.7717408683251853,167997778718
45,2018-03-30,2018Q1,12.5,15999441.964285716,0.8298302112261153,199993024554
46,2018-06-29,2018Q2,12.0,19999825.85981715,0.7201110788230729,239997910318
47,2018-09-28,2018Q3,12.6,19998781.443119507,0.7617667117056764,251984646183
48,2018-12-28,2018Q4,13.5,20000000.0,0.6766133784673413,270000000000
49,2019-03-29,2019Q1,12.0,19999055.266887102,0.7489507486780443,239988663203
50,2019-06-28,2019Q2,8.5,23999433.885968454,0.4815916669754229,203995188031
51,2019-09-30,2019Q3,9.1,23999664.598356534,0.5168899465157742,218396947845
52,2019-12-31,2019Q4,9.0,23999071.423044182,0.4489720853583847,215991642807
53,2020-03-31,2020Q1,12.5,23998842.77117729,0.4136428916386571,299985534640
54,2020-06-30,2020Q2,8.2,23999306.41183724,0.2953742204115001,196794312577
55,2020-09-30,2020Q3,13.1,23999923.52401346,0.3883669977540733,314398998165
56,2020-12-31,2020Q4,12.5,23998731.816486385,0.4543042755172692,299984147706
57,2021-03-31,2021Q1,14.4,23998958.255822606,0.572280919231881,345584998884
58,2021-06-30,2021Q2,17.6,23998594.67455621,0.6635429600334911,422375266272
59,2021-09-30,2021Q3,16.4,23998602.427363,0.6860469585392157,393577079809
60,2021-12-31,2021Q4,19.9,23998949.9221494,0.6138229876913406,477579103451
61,2022-03-31,2022Q1,20.0,23998829.12826711,0.6079252663026065,479976582565
62,2022-06-30,2022Q2,22.7,23998781.8859272,0.6829823419620052,544772348811
